昆虫ID,分類群,大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族名_1,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,その他の和名_1,標準図鑑以後の変更,学名,主要食草1,主要食草科1,観察タイプ1,利用部位1,利用ステージ1,出典1,食草備考1,主要食草2,主要食草科2,観察タイプ2,利用部位2,利用ステージ2,出典2,食草備考2,主要食草3,主要食草科3,観察タイプ3,利用部位3,利用ステージ3,出典3,食草備考3,主要食草4,主要食草科4,観察タイプ4,利用部位4,利用ステージ4,出典4,食草備考4,主要食草5,主要食草科5,観察タイプ5,利用部位5,利用ステージ5,出典5,食草備考5,データソース,備考
catalog-3864,蛾類,3864,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Hoplodrina,,euryptera,,,,,フタホシヨトウ,,,,,,Hoplodrina euryptera Boursin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3789,蛾類,3789,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Chilodes,,pacifica,,,,,ヌマベウスキヨトウ,,,,,,Chilodes pacificus Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3847,蛾類,3847,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,cinerascens,,,,,クロテンヨトウ,,,,,,Athetis cinerascens (Motschulsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3848,蛾類,3848,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,furvula,,,,,オビウスイロヨトウ,,,,,,"Athetis furvula (Hübner, 1808)",イタドリ (タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,ヨーロッパでは各種草本; 特にギシギシ属; タンポポ属を食べた記録がある,,,,
catalog-3849,蛾類,3849,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,gluteosa,,,,,ヒメオビウスイロヨトウ,,,,,,"Athetis gluteosa (Treitschke, 1835)",シロツメクサ (マメ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,ヨーロッパでは各種草本; タンポポ属(キク科)を食すという。,,,,
catalog-3850,蛾類,3850,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,funesta,,,,,ウスグロヨトウ,,,,,,Athetis funesta (Staudinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3851,蛾類,3851,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,lapidea,,,,,ヒメウスグロヨトウ,,,,,,Athetis lapidea Wileman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3852,蛾類,3852,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,placida,,,,,リュウキュウウスイロヨトウ,,,,,,Athetis placida (Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3853,蛾類,3853,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,striolata,,,,,スジウスイロヨトウ,,,,,,Athetis striolata (Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3854,蛾類,3854,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,lepigone,,,,,コウスイロヨトウ,,,,,,Athetis lepigone (Möschler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3855,蛾類,3855,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,correpta,,,,,エゾウスイロヨトウ,,,,,,Athetis correpta (Püngeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3856,蛾類,3856,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,dissimilis,,,,,テンウスイロヨトウ,,,,,,"Athetis dissimilis (Hampson, 1909)",タンポポ類 (キク科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ミゾソバ (タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,シロツメクサ (マメ科)の記録がある,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3857,蛾類,3857,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,albisignata,,,,,シロテンウスグロヨトウ,,,,,,"Athetis albisignata (Oberthür, 1879)",ヨモギ(以上キク科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,スイバ(タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,インゲンマメ(マメ科)の記録がある,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,クリ(ブナ科)の落下花穂を食していた例もある。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3858,蛾類,3858,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,pallidipennis,,,,,キバネシロテンウスグロヨトウ,,,,,,Athetis pallidipennis Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3859,蛾類,3859,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,stellata,,,,,ヒメサビスジヨトウ,,,,,,"Athetis stellata (Moore, 1882)",ヨモギ(以上キク科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,スイバ(タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,クサギ(シソ科)の生葉または枯れ葉,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,ListMJ_hostplants_master.csv,生葉よりも腐った褐色の葉を好むという,,,,
catalog-3860,蛾類,3860,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,lineosa,,,,,シロモンオビヨトウ,,,,,,"Athetis lineosa (Moore, 1881)",ヨモギ(以上キク科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,スイバ(以上タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ヒルガオ (ヒルガオ科)の生葉または枯れ葉,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,ListMJ_hostplants_master.csv,生葉よりも腐った褐色の葉を好むという。,,,,
catalog-3861,蛾類,3861,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,lineosella,,,,,ヒメシロモンオビヨトウ,,,,,,Athetis lineosella Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3862,蛾類,3862,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,costiloba,,,,,ミツボシモンオビヨトウ,,,,,,Athetis costiloba Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3863,蛾類,3863,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,thoracica,,,,,オスキバネヨトウ,,,,,,Athetis thoracica (Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-2142,蛾類,,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Athetis,,erigida,,,,,ハネナガウスグロヨトウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3801,蛾類,3801,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Triphaenopsis,,lucilla,,,,,シロホシキシタヨトウ,,,,,,"Triphaenopsis lucilla Butler, 1878",ハチク(以上イネ科)などに記録がある。また,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,本種の幼虫が飼育下でメイガ科の卵塊と幼虫を食べてしまった報告もある。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3802,蛾類,3802,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Triphaenopsis,,jezoensis,,,,,エゾキシタヨトウ,,,,,,Triphaenopsis jezoensis Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3803,蛾類,3803,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Triphaenopsis,,cinerescens,,,,,ウスキシタヨトウ,,,,,,Triphaenopsis cinerescens Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3804,蛾類,3804,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Triphaenopsis,,postflava,,,,,ナカジロキシタヨトウ,,,,,,Triphaenopsis postflava (Leech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3805,蛾類,3805,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Olivenebula,,oberthueri,,,,,ツシマキシタヨトウ,,,,,,Olivenebula oberthueri (Staudinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3806,蛾類,3806,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Polyphaenis,,subviridis,,,,,ウスアオヨトウ,,,,,,"Polyphaenis subviridis (Butler, 1878)",スイカズラ科)で確認されている。また,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,長野県ではイボタノキ(モクセイ科)の葉を食する幼虫が確認されている。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3824,蛾類,3824,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Dypterygia,,caliginosa,,,,,クロモクメヨトウ,,,,,,"Dypterygia caliginosa (Walker, 1858)",イタドリ; ギシギシ(以上タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3825,蛾類,3825,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Dypterygia,,andreji,,,,,スジクロモクメヨトウ,,,,,,"Dypterygia andreji Kardakoff, 1928",オオイタドリ,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3828,蛾類,3828,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Trachea,,atriplicis,,,,,シロスジアオヨトウ,,,,,,"Trachea atriplicis (Linnaeus, 1758)",イヌタデ; ギシギシ (以上タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3829,蛾類,3829,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Trachea,,punkikonis,,,,,オオシロテンアオヨトウ,,,,,,"Trachea punkikonis Matsumura, 1927",ミゾソバ (タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3830,蛾類,3830,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Trachea,,melanospila,,,,,ヒメシロテンアオヨトウ,,,,,,Trachea melanospila Kollar 1844,ソバ (タデ科) から幼虫が確認されている。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3831,蛾類,3831,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Trachea,,tokiensis,,,,,ハガタアオヨトウ,,,,,,Trachea tokiensis (Butler 1881),オオイタドリ (タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3832,蛾類,3832,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Feliniopsis,,indistans,,,,,ミツボシヨトウ,,,,,,"Feliniopsis indistans (Guenée, 1852)","ヤンバルハグロソウ(キツネノマゴ科),日本産蛾類標準図鑑2,インドにおいて; 同属種がアダトーダ(キツネノマゴ科)で飼育された記録がある,,,,,
3834,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Dipterygina,,cupreotincta,,Sugi,1954,,ウスクロモクメヨトウ,,,,,,,Dipterygina cupreotincta Sugi",,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,ムラサキシキブ(シソ科),,,,
catalog-3835,蛾類,3835,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Dipterygina,,japonica,,,,,コクロモクメヨトウ,,,,,,"Dipterygina japonica (Leech, 1889)",ムラサキシキブ (シソ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3836,蛾類,3836,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Sasunaga,,longiplaga,,,,,ホソバヨトウ,,,,,,Sasunaga longiplaga Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3873,蛾類,3873,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Mormo,,mucivirens,,,,,アオバセダカヨトウ,,,,,,Mormo muscivirens Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3874,蛾類,3874,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Mormo,,cyanea,,,,,ウグイスセダカヨトウ,,,,,,Mormo cyanea Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3875,蛾類,3875,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Orthogonia,,sera,,,,,ノコメセダカヨトウ,,,,,,"Orthogonia sera Felder & Felder, 1862",イタドリ; ギシギシ(以上タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-2143,蛾類,,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Orthogonia,,sugii,,,,,アマミノコメセダカヨトウ,,,,,,Orthogonia sugii Seino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3807,蛾類,3807,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Hemictenophora,,euplexiodes,,,,,コマルバヨトウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3808,蛾類,3808,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Colocasidia,,albifera,,,,,ソトシロフヨトウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-2144,蛾類,,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Hyppa,,rectilinea,,,,,カラフトシロスジヨトウ,,,,,,Hyppa rectilinea (Esper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3822,蛾類,3822,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Actinotia,,polyodon,,,,,ヒメモクメヨトウ,,,,,,"Actinotia polyodon (Clerck, 1759)",オトギリソウ (オトギリソウ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3823,蛾類,3823,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Actinotia,,intermediata,,,,,コモクメヨトウ,,,,,,"Actinotia intermediata (Bremer, 1861)",オトギリソウ (オトギリソウ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3809,蛾類,3809,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Euplexia,,lucipara,,,,,アカガネヨトウ,,,,,,"Euplexia lucipara (Linnaeus, 1758)",ヌスビトハギ(以上マメ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ギシギシ(タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,イノモトソウ(以上イノモトソウ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ワラビ(コバノイシカグマ科)での飼育例もある。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3810,蛾類,3810,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Euplexia,,koreaeplexia,,,,,ムラサキアカガネヨトウ,,,,,,Euplexia koreaeplexia Bryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3814,蛾類,3814,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Euplexia,,albilineola,,,,,トビイロアカガネヨトウ,,,,,,Euplexia albilineola (Wileman & South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3811,蛾類,3811,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Phlogophora,,illustrata,,,,,シラオビアカガネヨトウ,,,,,,"Phlogophora illustrata (Graeser, 1889)",タニウツギ (スイカズラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3812,蛾類,3812,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Phlogophora,,albovittata,,,,,マエグロシラオビアカガネヨトウ,,,,,,,シシガシラ (シシガシラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,タマシダ(ツルシダ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,クサイチゴ(バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,キダチチョウセンアサガオ(ナス科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ハマニンドウ (スイカズラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,
catalog-3816,蛾類,3816,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Phlogophora,,aureopuncta,,,,,モンキアカガネヨトウ,,,,,,Phlogophora aureopuncta (Hampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3819,蛾類,3819,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Phlogophora,,beatrix,,,,,キグチヨトウ,,,,,,Phlogophora beatrix Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3818,蛾類,3818,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Euplexidia,,angusta,,,,,ホソバミドリヨトウ,,,,,,"Euplexidia angusta Yoshimoto, 1987",シキミ (マツブサ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,アラカシ (ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3813,蛾類,3813,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Chandata,,bella,,,,,コゴマヨトウ,,,,,,"Chandata bella (Butler, 1881)",スゲ類 (カヤツリグサ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3820,蛾類,3820,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Xenotrachea,,niphonica,,,,,シロフアオヨトウ,,,,,,Xenotrachea niphonica Kishida & Yoshimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3821,蛾類,3821,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Auchmis,,saga,,,,,セブトモクメヨトウ,,,,,,"Auchmis saga (Butler, 1878)",メギ(メギ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,韓国では; 同属ヒロハヘビノボラズ(メギ科)の記録もある,,,,
catalog-3833,蛾類,3833,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Karana,,laetevirens,,,,,アオアカガネヨトウ,,,,,,Karana laetevirens (Oberthür,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-2145,蛾類,,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Karana,,hoenei,,,,,カラカネヨトウ,,,,,,Karana hoenei (Bang-Haas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-2146,蛾類,,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Paradiopa,,postfusca,,,,,ハナタニマルバネヨトウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3827,蛾類,3827,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Oxytrypia,,orbiculosa,,,,,ミヨタトラヨトウ,,,,,,Oxytrypia orbiculosa (Esper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3730,蛾類,3730,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Sidemia,,bremeri,,,,,クロビロードヨトウ,,,,,,Sidemia bremeri (Erschoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3731,蛾類,3731,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Sidemia,,spilogramma,,,,,コケイロビロードヨトウ,,,,,,"Sidemia spilogramma (Rambur, 1871)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3732,蛾類,3732,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,crenata,,,,,カドモンヨトウ,,,,,,"Apamea crenata (Hufnagel, 1766)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3733,蛾類,3733,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,sodalis,,,,,チャイロカドモンヨトウ,,,,,,"Apamea sodalis (Butler, 1878)",クサヨシ; カラスムギ; カモジグサ; アシボソ(以上イネ科)など草本類。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3734,蛾類,3734,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,striata,,,,,スジアカヨトウ,,,,,,Apamea striata Haruta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3735,蛾類,3735,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,aquila,,,,,アカモクメヨトウ,,,,,,Apamea aquila Donzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3736,蛾類,3736,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,oblonga,,,,,イシカリヨトウ,,,,,,"Apamea oblonga (Haworth, 1809)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,イネ科植物での幼虫の飼育例がある；ヨーロッパではチシマドジョウツナギ属; ナガハグサギ属 (以上イネ科)などの草本類を食べるという,,,,
moth-2147,蛾類,,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,anceps,,,,,キタノハマヨトウ,,,,,,Apamea anceps (Denis & Schiffermüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3737,蛾類,3737,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,remissa,,,,,マツバラシラクモヨトウ,,,,,,Apamea remissa (Hübner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3738,蛾類,3738,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,veterina,,,,,エゾヘリグロヨトウ,,,,,,Apamea veterina (Lederer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3739,蛾類,3739,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,lateritia,,,,,オオアカヨトウ,,,,,,"Apamea lateritia (Hufnagel, 1766)",カモガヤ (イネ科)での飼育例がある。ヨーロッパではコメススキ属,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ウシノケグサ属 (以上イネ科) などの草本類。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3740,蛾類,3740,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,sordens,,,,,シロミミハイイロヨトウ,,,,,,"Apamea sordens (Hufnagel, 1766)",エンバク(以上イネ科)などの各種ムギ類(イネ科)の害虫として,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,イネ科草本各種のほか,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,エニシダ属 (マメ科)の記録もある。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3741,蛾類,3741,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,hampsoni,,,,,ネスジシラクモヨトウ,,,,,,Apamea hampsoni Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3742+3743+3744,蛾類,3742+3743+3744,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,rubrirena,,,,,アルプスクロヨトウ,,,,,,Apamea rubrirena (Treitschke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3745,蛾類,3745,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,commixta,,,,,ヒメハガタヨトウ,,,,,,"Apamea commixta (Butler, 1881)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
