学名 withAuthor,和名,別名,ステータス,LAPG 科名,LAPG Family,LAPG no.,Cronquist 科名,Cronquist family,cronquist No.,Engler 科名,Engler family,Engler no.,生態,学名,修正日,ID,発表年,LAPGII::LAPG Family広義,LAPGII::LAPG Order,LAPGII::LAPG 目,LAPGII::LAPGno.,LAPGII::LAPG科名,LAPGII::LAPG Family狭義
Rhododendron x obtusum (Lindl.) Planch.,キリシマツツジ,キリシマ，ホンキリシマ，サタツツジ,標準,ツツジ科,Ericaceae,787921240,ツツジ科,ツツジ科,446,ツツジ科,Ericaceae,532,,Rhododendron obtusum,2012.03.26,2054,1853,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Corylopsis glabrescens Franch. et Sav.,キリシマミズキ,,標準,マンサク科,Hamamelidaceae,787401020,マンサク科,マンサク科,345,マンサク科,Hamamelidaceae,403,,Corylopsis glabrescens,2010.11.15,2055,1878,HAMAMELIDACEAE,SAXIFRAGALES,ユキノシタ目,787401040,マンサク科,Hamamelidaceae
Rhododendron nudipes Nakai  var. kirishimense T.Yamaz.,キリシマミツバツツジ,,標準,ツツジ科,Ericaceae,787921240,ツツジ科,ツツジ科,446,ツツジ科,Ericaceae,532,,Rhododendron nudipes var. kirishimense,2009.06.24,2056,1984,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Phedimus aizoon (L.) 't Hart  var. floribundus (Nakai) H.Ohba,キリンソウ,,標準,ベンケイソウ科,Crassulaceae,787401110,ベンケイソウ科,ベンケイソウ科,474,ベンケイソウ科,Crassulaceae,405,,Phedimus aizoon var. floribundus,2020.01.25,2057,2001,CRASSULACEAE,SAXIFRAGALES,ユキノシタ目,787401100,ベンケイソウ科,Crassulaceae
Phedimus maximowiczii (Regel) 't Hart,キリンソウ,,synonym,ベンケイソウ科,Crassulaceae,787401110,ベンケイソウ科,ベンケイソウ科,474,ベンケイソウ科,Crassulaceae,405,,Phedimus maximowiczii,2016.02.17,2058,1995,CRASSULACEAE,SAXIFRAGALES,ユキノシタ目,787401100,ベンケイソウ科,Crassulaceae
Dryopteris crassirhizoma Nakai  f. maackii (Milde) Tagawa,キレコミオシダ,,標準,オシダ科,Dryopteridaceae,500007100,オシダ科,オシダ科,230,オシダ科,Dryopteridaceae,220,,Dryopteris crassirhizoma f. maackii,2009.06.24,2059,1955,DRYOPTERIDACEAE,POLYPODIALES,ウラボシ目,500007200,オシダ科,Dryopteridaceae
Dryopteris lacera (Thunb.) Kuntze  f. dentata (Koidz.) H.Itô ,キレコミクマワラビ,,標準,オシダ科,Dryopteridaceae,500007100,オシダ科,オシダ科,230,オシダ科,Dryopteridaceae,220,,Dryopteris lacera f. dentata,2012.05.27,2060,1939,DRYOPTERIDACEAE,POLYPODIALES,ウラボシ目,500007200,オシダ科,Dryopteridaceae
Ginkgo biloba L. 'Laciniata',キレハイチョウ,,標準,イチョウ科,Ginkgoaceae,620001010,イチョウ科,イチョウ科,252,イチョウ科,Ginkgoaceae,252,栽,Ginkgo biloba var. laciniata,2015.12.21,2061,0,GINKGOACEAE,GINKGOALES,イチョウ目,620001010,イチョウ科,Ginkgoaceae
Rorippa sylvestris (L.) Besser,キレハイヌガラシ,キレバイヌガラシ (Okuyama 1963)，ヤチイヌガラシ (Ito 1965)，ヤチガラシ,標準,アブラナ科,Brassicaceae,787562152,アブラナ科,アブラナ科,436,アブラナ科,Cruciferae,397,帰,Rorippa sylvestris,2021.02.09,2062,1822,BRASSICACEAE,BRASSICALES,アブラナ目,787578170,アブラナ科,Brassicaceae (Cruciferae)
Rubus x kenoensis Koidz.,キレハクマイチゴ,,標準,バラ科,Rosaceae,787553010,バラ科,バラ科,477,バラ科,Rosaceae,415,,Rubus kenoensis,2018.08.11,2064,1936,ROSACEAE,ROSALES,バラ目,787553010,バラ科,Rosaceae
Betula platyphylla Sukaczev  var. japonica (Miq.) H.Hara  f. laciniata (Miyabe et Tatew.) H.Hara,キレハシラカンバ,,標準,カバノキ科,Betulaceae,787555070,カバノキ科,カバノキ科,363,カバノキ科,Betulaceae,308,,Betula platyphylla var. japonica f. laciniata,2019.04.01,2065,1937,BETULACEAE,FAGALES,ブナ目,787554070,カバノキ科,Betulaceae
Cyrtomium falcatum (L.f.) C.Presl  f. acutidens (Christ ex Matsum.) C.Chr.,オニヤブソテツ,キレハヤブソテツ,synonym,オシダ科,Dryopteridaceae,500007100,オシダ科,オシダ科,230,オシダ科,Dryopteridaceae,220,,Cyrtomium falcatum f. acutidens,2013.12.13,2069,1930,DRYOPTERIDACEAE,POLYPODIALES,ウラボシ目,500007200,オシダ科,Dryopteridaceae
Kirengeshoma palmata Yatabe,キレンゲショウマ,コダチレンゲショウマ,標準,アジサイ科,Hydrangeaceae,787911030,アジサイ科,アジサイ科,467,ユキノシタ科,Saxifragaceae,407,,Kirengeshoma palmata,2018.02.20,2070,1890,HYDRANGEACEAE,CORNALES,ミズキ目,787911030,アジサイ科,Hydrangeaceae
Rhododendron molle G.Don  subsp. japonicum (A.Gray) K.Kron  f. flavum (Miyoshi) Yonek.,キレンゲツツジ,,標準,ツツジ科,Ericaceae,787921240,ツツジ科,ツツジ科,446,ツツジ科,Ericaceae,532,,Rhododendron molle subsp. japonicum f. flavum,2012.05.11,2071,2005,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Cyperus odoratus L.,キンガヤツリ,ムツオレガヤツリ,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Cyperus odoratus,2021.01.29,2073,1753,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Corydalis papilligera Ohwi,キンキエンゴサク,,標準,ケシ科,Papaveraceae,781001021,ケマンソウ科,"ケマンソウ科
",339,ケシ科,Papaveraceae,395,,Corydalis papilligera,2016.11.08,2075,1942,PAPAVERACEAE,RANUNCULALES,キンポウゲ目,781001020,ケシ科,Papaveraceae
Carex persistens Ohwi,キンキカサスゲ,タンバカサスゲ,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Carex persistens,2020.12.07,2076,1930,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Lonicera ramosissima Franch. et Sav. ex Maxim.  var. kinkiensis (Koidz.) Ohwi,キンキヒョウタンボク,,標準,スイカズラ科,Caprifoliaceae,787981021,スイカズラ科,スイカズラ科,659,スイカズラ科,Caprifoliaceae,582,,Lonicera ramosissima var. kinkiensis,2018.12.25,2078,1953,CAPRIFOLIACEAE,DIPSACALES,マツムシソウ目,787981021,スイカズラ科,Caprifoliaceae
Antirrhinum majus L.,キンギョソウ,,標準,オオバコ科,Plantaginaceae,787963060,ゴマノハグサ科,ゴマノハグサ科,640,ゴマノハグサ科,Scrophulariaceae,568,栽,Antirrhinum majus,2020.12.22,2080,1753,PLANTAGINACEAE,LAMIALES,シソ目,787963060,オオバコ科,Plantaginaceae
Solanum capsicoides All.,キンギンナスビ,ニシキハリナスビ,標準,ナス科,Solanaceae,787962020,ナス科,ナス科,623,ナス科,Solanaceae,565,帰,Solanum capsicoides,2020.11.06,2082,1793,SOLANACEAE,SOLANALES,ナス目,787962020,ナス科,Solanaceae
Lonicera morrowii A.Gray,キンギンボク,ヒョウタンボク,標準,スイカズラ科,Caprifoliaceae,787981021,スイカズラ科,スイカズラ科,659,スイカズラ科,Caprifoliaceae,582,,Lonicera morrowii,2020.12.08,2083,1856,CAPRIFOLIACEAE,DIPSACALES,マツムシソウ目,787981021,スイカズラ科,Caprifoliaceae
Narthecium asiaticum Maxim.,キンコウカ,,標準,キンコウカ科,Nartheciaceae,773001010,ユリ科,ユリ科,752,ユリ科,Liliaceae,612,,Narthecium asiaticum,2017.03.29,2086,1867,NARTHECIACEAE,DIOSCOREALES,ヤマノイモ目,773001010,キンコウカ科,Nartheciaceae
Leucaena leucocephala (Lam.) de Wit,ギンゴウカン,ギンネム,標準,マメ科,Fabaceae,787552020,ネムノキ科,ネムノキ科,483,マメ科,Leguminosae,419,帰,Leucaena leucocephala,2020.09.09,2087,1961,FABACEAE,FABALES,マメ目,787552020,マメ科,Fabaceae
Sida rhombifolia L.  subsp. rhombifolia,キンゴジカ,,標準,アオイ科,Malvaceae,787564040,アオイ科,アオイ科,404,アオイ科,Malvaceae,475,,Sida rhombifolia subsp. rhombifolia,2021.01.16,2088,1753,MALVACEAE,MALVALES,アオイ目,787577040,アオイ科,Malvaceae
Hypericum patulum Thunb.,キンシバイ,,標準,オトギリソウ科,Hypericaceae,787559220,オトギリソウ科,オトギリソウ科,399,オトギリソウ科,Guttiferae,390,帰,Hypericum patulum,2021.02.01,2089,1784,HYPERICACEAE,MALPIGHIALES,キントラノオ目,787563110,オトギリソウ科,Hypericaceae
Carex pyrenaica Wahlenb.  var. altior Kük.,キンスゲ,セイタカキンスゲ,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Carex pyrenaica var. altior,2021.01.28,2090,1909,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Calanthe nipponica Makino,キンセイラン,,標準,ラン科,Orchidaceae,775001010,ラン科,ラン科,766,ラン科,Orchidaceae,654,,Calanthe nipponica,2020.01.10,2091,1899,ORCHIDACEAE,ASPARAGALES,キジカクシ目,775001010,ラン科,Orchidaceae
Calendula officinalis L.,トウキンセンカ,キンセンカ,標準,キク科,Asteraceae,787972110,キク科,キク科,664,キク科,Compositae,593,栽,Calendula officinalis,2017.05.01,2092,1753,ASTERACEAE,ASTERALES,キク目,787972110,キク科,Asteraceae
Hibiscus trionum L.,ギンセンカ,チョウロソウ,標準,アオイ科,Malvaceae,787564040,アオイ科,アオイ科,404,アオイ科,Malvaceae,475,帰,Hibiscus trionum,2021.02.04,2093,1753,MALVACEAE,MALVALES,アオイ目,787577040,アオイ科,Malvaceae
Carex mertensii Presc. ex Bong.  var. urostachys (Franch.) Kük.,キンチャクスゲ,イワキスゲ,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Carex mertensii var. urostachys,2021.01.25,2094,1909,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Pycnospora lutescens (Poir.) Schindl.,キンチャクマメ,ミツバタヌキマメ，キンチャクハギ,標準,マメ科,Fabaceae,787552020,マメ科,マメ科,485,マメ科,Leguminosae,419,,Pycnospora lutescens,2021.01.31,2095,1926,FABACEAE,FABALES,マメ目,787552020,マメ科,Fabaceae
Galphimia gracilis Bartl.,キントラノオ,,標準,キントラノオ科,Malpighiaceae,787559110,キントラノオ科,キントラノオ科,597,キントラノオ科,Malpighiaceae,439,栽,Galphimia gracilis,2020.11.20,2096,1840,MALPIGHIACEAE,MALPIGHIALES,キントラノオ目,787563170,キントラノオ科,Malpighiaceae
Populus alba L.,ギンドロ,ウラジロハコヤナギ，ハクヨウ,標準,ヤナギ科,Salicaceae,787559291,ヤナギ科,ヤナギ科,433,ヤナギ科,Salicaceae,307,帰,Populus alba,2021.02.01,2097,1753,SALICACEAE,MALPIGHIALES,キントラノオ目,787563290,ヤナギ科,Salicaceae
Hydrangea bifida (Maxim.) Y.De Smet et Granados,ギンバイソウ,,標準,アジサイ科,Hydrangeaceae,787911030,アジサイ科,アジサイ科,467,ユキノシタ科,Saxifragaceae,407,,Hydrangea bifida,2015.10.13,2101,2015,HYDRANGEACEAE,CORNALES,ミズキ目,787911030,アジサイ科,Hydrangeaceae
Agrimonia pilosa Ledeb.  var. viscidula (Bunge) Kom.,オオキンミズヒキ,マンシュウキンミズヒキ,標準,バラ科,Rosaceae,787553010,バラ科,バラ科,477,バラ科,Rosaceae,415,,Agrimonia pilosa var. viscidula,2018.08.11,2103,1903,ROSACEAE,ROSALES,バラ目,787553010,バラ科,Rosaceae
Phyllostachys sulphurea (Carrière) A. et C.Rivière,キンメイチク,,標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,栽,Phyllostachys sulphurea,2015.01.07,2104,1878,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Phyllostachys edulis (Carrière) Houz.  'Tao Kiang',キンメイモウソウチク,,標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,栽,Phyllostachys edulis 'Tao Kiang',2012.05.27,2105,0,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Ctenitis lepigera (Baker) Tagawa,キンモウイノデ,シシキンモウイノデ,標準,オシダ科,Dryopteridaceae,500007100,オシダ科,オシダ科,230,オシダ科,Dryopteridaceae,220,,Ctenitis lepigera,2012.01.04,2106,1939,DRYOPTERIDACEAE,POLYPODIALES,ウラボシ目,500007200,オシダ科,Dryopteridaceae
Osmanthus fragrans Lour.  var. aurantiacus Makino  f. aurantiacus (Makino) P.S.Green,キンモクセイ,,狭義,モクセイ科,Oleaceae,787963020,モクセイ科,モクセイ科,639,モクセイ科,Oleaceae,546,栽,Osmanthus fragrans var. aurantiacus f. aurantiacus,2012.05.11,2107,1958,OLEACEAE,LAMIALES,シソ目,787963020,モクセイ科,Oleaceae
Osmanthus fragrans Lour.  var. fragrans,ギンモクセイ,,標準,モクセイ科,Oleaceae,787963020,モクセイ科,モクセイ科,639,モクセイ科,Oleaceae,546,栽,Osmanthus fragrans var. fragrans,2012.05.11,2108,1790,OLEACEAE,LAMIALES,シソ目,787963020,モクセイ科,Oleaceae
Cephalanthera falcata (Thunb.) Blume,キンラン,,標準,ラン科,Orchidaceae,775001010,ラン科,ラン科,766,ラン科,Orchidaceae,654,,Cephalanthera falcata,2020.01.12,2109,1858,ORCHIDACEAE,ASPARAGALES,キジカクシ目,775001010,ラン科,Orchidaceae
Cephalanthera erecta (Thunb.) Blume,ギンラン,,標準,ラン科,Orchidaceae,775001010,ラン科,ラン科,766,ラン科,Orchidaceae,654,,Cephalanthera erecta,2020.01.12,2110,1858,ORCHIDACEAE,ASPARAGALES,キジカクシ目,775001010,ラン科,Orchidaceae
Monotropastrum humile (D.Don) H.Hara,ギンリョウソウ,マルミノギンリョウソウ，コギンリョウソウ,標準,ツツジ科,Ericaceae,787921240,シャクジョウソウ科,シャクジョウソウ科,448,イチヤクソウ科,Pyrolaceae,531,,Monotropastrum humile,2012.05.11,2111,1961,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Monotropastrum globosum Andres ex H.Hara,ギンリョウソウ,マルミノギンリョウソウ、ユウレイタケ,synonym,ツツジ科,Ericaceae,787921240,シャクジョウソウ科,シャクジョウソウ科,448,イチヤクソウ科,Pyrolaceae,531,,Monotropastrum globosum,2017.02.20,2112,1941,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Monotropa uniflora L.,ギンリョウソウモドキ,アキノギンリョウソウ，ユウレイタケモドキ (Hara 1938: 810)、ユウレイソウモドキ,標準,ツツジ科,Ericaceae,787921240,シャクジョウソウ科,シャクジョウソウ科,448,イチヤクソウ科,Pyrolaceae,531,,Monotropa uniflora,2018.02.04,2113,1753,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Patrinia triloba (Miq.) Miq.  var. palmata (Maxim.) H.Hara,キンレイカ,,標準,スイカズラ科,Caprifoliaceae,787981021,オミナエシ科,オミナエシ科,661,オミナエシ科,Valerianaceae,584,,Patrinia triloba var. palmata,2017.03.03,2114,1955,CAPRIFOLIACEAE,DIPSACALES,マツムシソウ目,787981021,スイカズラ科,Caprifoliaceae
Lysimachia acroadenia Maxim.,ギンレイカ,ミヤマタゴボウ,標準,サクラソウ科,Primulaceae,787921120,サクラソウ科,サクラソウ科,457,サクラソウ科,Primulaceae,537,,Lysimachia acroadenia,2018.02.04,2115,1867,PRIMULACEAE,ERICALES,ツツジ目,787921120,サクラソウ科,Primulaceae
Caltha palustris L.  var. enkoso H.Hara,エンコウソウ,,標準,キンポウゲ科,Ranunculaceae,781001070,キンポウゲ科,キンポウゲ科,330,キンポウゲ科,Ranunculaceae,361,,Caltha palustris var. enkoso,2017.02.20,2119,1952,RANUNCULACEAE,RANUNCULALES,キンポウゲ目,781001070,キンポウゲ科,Ranunculaceae
Aleurites moluccanus (L.) Willd.,ククイノキ,,標準,トウダイグサ科,Euphorbiaceae,787559040,トウダイグサ科,トウダイグサ科,538,トウダイグサ科,Euphorbiaceae,430,栽,Aleurites moluccanus,2018.08.11,2121,1804,EUPHORBIACEAE,MALPIGHIALES,キントラノオ目,787563320,トウダイグサ科,Euphorbiaceae
Cyperus compressus L.,クグガヤツリ,,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Cyperus compressus,2020.12.07,2122,1753,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Carex pseudocyperus L.,クグスゲ,ジョウロウスゲモドキ (Nemoto 1936),標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Carex pseudocyperus,2020.12.07,2123,1753,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Lycium chinense Mill.,クコ,,標準,ナス科,Solanaceae,787962020,ナス科,ナス科,623,ナス科,Solanaceae,565,帰,Lycium chinense,2020.11.06,2124,1768,SOLANACEAE,SOLANALES,ナス目,787962020,ナス科,Solanaceae
Hydrangea alternifolia Siebold,クサアジサイ,エダウチクサアジサイ,標準,アジサイ科,Hydrangeaceae,787911030,アジサイ科,アジサイ科,467,ユキノシタ科,Saxifragaceae,407,,Hydrangea alternifolia,2020.04.02,2125,1829,HYDRANGEACEAE,CORNALES,ミズキ目,787911030,アジサイ科,Hydrangeaceae
Juncus tenuis Willd.,クサイ,シラネイ，タチクサイ，ナギナタクサイ,標準,イグサ科,Juncaceae,776005090,イグサ科,イグサ科,732,イグサ科,Juncaceae,629,帰,Juncus tenuis,2021.01.30,2126,1799,JUNCACEAE,POALES,イネ目,776004080,イグサ科,Juncaceae
Rubus hirsutus Thunb.,クサイチゴ,ワセイチゴ,標準,バラ科,Rosaceae,787553010,バラ科,バラ科,477,バラ科,Rosaceae,415,,Rubus hirsutus,2018.08.11,2127,1813,ROSACEAE,ROSALES,バラ目,787553010,バラ科,Rosaceae
Clerodendrum trichotomum Thunb.  var. trichotomum,クサギ,,標準,シソ科,Lamiaceae,787963120,クマツヅラ科,クマツヅラ科,632,クマツヅラ科,Verbenaceae,561,,Clerodendrum trichotomum var. trichotomum,2021.02.08,2129,1780,LAMIACEAE,LAMIALES,シソ目,787963120,シソ科,Lamiaceae
Boehmeria gracilis C.H.Wright,クサコアカソ,マルバアカソ,標準,イラクサ科,Urticaceae,787553090,イラクサ科,イラクサ科,355,イラクサ科,Urticaceae,314,,Boehmeria gracilis,2021.01.31,2130,1899,URTICACEAE,ROSALES,バラ目,787553090,イラクサ科,Urticaceae
Asparagus cochinchinensis (Lour.) Merr.,クサスギカズラ,テンモンドウ，ナンゴククサスギカズラ (Hatusima 1971),標準,クサスギカズラ科,Asparagaceae,775001140,ユリ科,ユリ科,752,ユリ科,Liliaceae,612,,Asparagus cochinchinensis,2019.12.10,2131,1919,ASPARAGACEAE,ASPARAGALES,キジカクシ目,775001140,クサスギカズラ科,Asparagaceae
Carex rugata Ohwi,クサスゲ,,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Carex rugata,2020.12.08,2132,1932,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Vincetoxicum acuminatum Decne.,クサタチバナ,,標準,キョウチクトウ科,Apocynaceae,787951030,ガガイモ科,ガガイモ科,620,ガガイモ科,Asclepiadaceae,553,,Vincetoxicum acuminatum,2018.02.04,2133,1844,APOCYNACEAE,GENTIANALES,リンドウ目,787951050,キョウチクトウ科,Apocynaceae
Aeschynomene indica L.,クサネム,,標準,マメ科,Fabaceae,787552020,マメ科,マメ科,485,マメ科,Leguminosae,419,,Aeschynomene indica,2020.04.03,2136,1753,FABACEAE,FABALES,マメ目,787552020,マメ科,Fabaceae
Chelidonium majus L.  subsp. asiaticum H.Hara,クサノオウ,,標準,ケシ科,Papaveraceae,781001021,ケシ科,ケシ科,338,ケシ科,Papaveraceae,395,,Chelidonium majus subsp. asiaticum,2016.11.08,2137,1949,PAPAVERACEAE,RANUNCULALES,キンポウゲ目,781001020,ケシ科,Papaveraceae
Vicia cracca L.,クサフジ,ガーデンベッチ，ケクサフジ,標準,マメ科,Fabaceae,787552020,マメ科,マメ科,485,マメ科,Leguminosae,419,,Vicia cracca,2021.01.31,2142,1753,FABACEAE,FABALES,マメ目,787552020,マメ科,Fabaceae
Chaenomeles japonica (Thunb.) Lindl. ex Spach,クサボケ,シドミ，ノボケ，コボケ,標準,バラ科,Rosaceae,787553010,バラ科,バラ科,477,バラ科,Rosaceae,415,,Chaenomeles japonica,2021.01.31,2143,1834,ROSACEAE,ROSALES,バラ目,787553010,バラ科,Rosaceae
