大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族名_1,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,出典,備考,成虫出現時期,成虫出現時期出典,成虫出現時期備考,幼虫期,幼虫期に関する備考,亜族和名
H516,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Trichochrysea,,sakishimana,,,,,サキシマトビサルハムシ,,,,,,,Trichochrysea sakishimana,不明,,,,,,,,
H517,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Xanthonia,,placida,,,,,キカサハラハムシ,,,,,,,Xanthonia placida,クワ、ヤマグワ,ハムシハンドブック,,6~8月,ハムシハンドブック,,,,
H518,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Abirus,,fortunei,,,,,ツツサルハムシ,,,,,,,Abirus fortunei,不明,,,,,,,,
H519,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Chrysochus,,chinensis,,,,,オオサルハムシ,,,,,,,Chrysochus chinensis,イヨカズラ、ガガイモ、シロバナカモメヅル、サツマイモ,ハムシハンドブック,,4~9月,ハムシハンドブック,,,,
H520,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,amamianus,,,,,アマミミドリサルハムシ,,,,,,,Colaspoides amamianus,不明,,,,,,,,
H521,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,fulvus,,,,,シャシャンポサルハムシ,,,,,,,Colaspoides fulvus,不明,,,,,,,,
H522,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,imasakai,,,,,イマサカミドリサルハムシ,,,,,,,Colaspoides imasakai,不明,,,,,,,,
H523,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,japanus,,,,,ミドリサルハムシ,,,,,,,Colaspoides japanus,不明,,,,,,,,
H524,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,kasaharai,,,,,カサハラミドリサルハムシ,,,,,,,Colaspoides kasaharai,不明,,,,,,,,
H525,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,okinawanus,,,,,オキナワミドリサルハムシ,,,,,,,Colaspoides okinawanus,不明,,,,,,,,
H526,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,suginoi,,,,,スギノミドリサルハムシ,,,,,,,Colaspoides suginoi,不明,,,,,,,,
H527,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Massiea,,costata,,,,,ムネアカナガミドリサルハムシ,,,,,,,Massiea costata,不明,,,,,,,,
H528,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Platycorynus,,japonicus,,,,,オオミドリサルハムシ,,,,,,,Platycorynus japonicus,リュウキュウテイカカズラ,ハムシハンドブック,,3~7月,ハムシハンドブック,,,,
H529,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Platycorynus,,japonicus,,,,,オオミドリサルハムシ　沖永良部島亜種,,,,,,,Platycorynus japonicus,リュウキュウテイカカズラ,ハムシハンドブック,,3~7月,ハムシハンドブック,,,,
H530,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colasposoma,,dauricum,,,,,イモサルハムシ,,,,,,,Colasposoma dauricum,サツマイモ、ヒルガオ,ハムシハンドブック,,5~8月,ハムシハンドブック,,,,
H531,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colasposoma,,viridicoeruleum,,,,,オキナワイモサルハムシ,,,,,,,Colasposoma viridicoeruleum,不明,,,,,,,,
H532,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,amamiensis,,,,,ヨツモンサルハムシ,,,,,,,Basilepta amamiensis,不明,,,,,,,,
H533,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,balyi,,,,,チャイロサルハムシ,,,,,,,Basilepta balyi,ハンノキ,ハムシハンドブック,,4~10月,ハムシハンドブック,,,,
H534,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,borodinensis,,,,,ダイトウサルハムシ,,,,,,,Basilepta borodinensis,不明,,,,,,,,
H535,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,davidi,,,,,ダビッドサルハムシ,,,,,,,Basilepta davidi,不明,,,,,,,,
H536,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,fulvipes,,,,,アオバネサルハムシ,,,,,,,Basilepta fulvipes,ヨモギ,ハムシハンドブック,,6~7月,ハムシハンドブック,,,,
H537,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,hirayamai,,,,,ニセウスイロサルハムシ,,,,,,,Basilepta hirayamai,不明,,,,,,,,
H538,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,hirticollis,,,,,ムナゲクロサルハムシ,,,,,,,Basilepta hirticollis,不明,,,,,,,,
H539,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,modesta,,,,,ルリサルハムシ,,,,,,,Basilepta modesta,ウツギ類,ハムシハンドブック,,4~9月,ハムシハンドブック,,,,
H540,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,pallidula,,,,,ウスイロサルハムシ,,,,,,,Basilepta pallidula,マツ類、スギ類、ヒノキ、コナラ、クリ,ハムシハンドブック,,6~8月,ハムシハンドブック,,,,
H541,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,ruficollis,,,,,ムネアカサルハムシ,,,,,,,Basilepta ruficollis,クマイチゴ、クリの花,ハムシハンドブック,,6~9月,ハムシハンドブック,,,,
H542,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,uenoi,,,,,ドウイロムナゲサルハムシ,,,,,,,Basilepta uenoi,不明,,,,,,,,
H543,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,varicolor,,,,,シイサルハムシ,,,,,,,Basilepta varicolor,不明,,,,,,,,
H544,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Cleoporus,,lateralis,,,,,サクラサルハムシ,,,,,,,Cleoporus lateralis,サクラ、ウメ、ナシ、リンゴ,ハムシハンドブック,,5~9月,ハムシハンドブック,,,,
H545,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Cleorina,,aeneomicans,,,,,イクビルリハムシ,,,,,,,Cleorina aeneomicans,不明,,,,,,,,
H546,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Nodina,,chalcosoma,,,,,アオガネヒメサルハムシ,,,,,,,Nodina chalcosoma,ブドウ、テリハノイバラ、ノボタン,ハムシハンドブック,,6~7月,ハムシハンドブック,,,,
H547,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Nodina,,kraussi,,,,,クラウスチビサルハムシ,,,,,,,Nodina kraussi,不明,,,,,,,,
H548,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Nodina,,morimotoi,,,,,モリモトチビサルハムシ,,,,,,,Nodina morimotoi,不明,,,,,,,,
H549,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Nodina,,sauteri,,,,,ザウターチビサルハムシ,,,,,,,Nodina sauteri,不明,,,,,,,,
H550,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Pagria,,consimilis,,,,,ムネアカキバネサルハムシ,,,,,,,Pagria consimilis,クズ、ハギ類,ハムシハンドブック,,3~11月,ハムシハンドブック,,,,
H551,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Pagria,,flavopustulata,,,,,ツヤキバネサルハムシ,,,,,,,Pagria flavopustulata,不明,,,,,,,,
H552,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Pagria,,ingibbosa,,,,,チビキバネサルハムシ,,,,,,,Pagria ingibbosa,不明,,,,,,,,
H553,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Pagria,,ussuriensis,,,,,マルキバネサルハムシ,,,,,,,Pagria ussuriensis,不明,,,,,,,,
H554,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Parascela,,cribrata,,,,,ヒメムクゲサルハムシ,,,,,,,Parascela cribrata,不明,,,,,,,,
H555,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Rhyparida,,lineolata,,,,,セスジサルハムシ,,,,,,,Rhyparida lineolata,不明,,,,,,,,
H556,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Rhyparida,,sakisimensis,,,,,モモブトサルハムシ,,,,,,,Rhyparida sakisimensis,不明,,,,,,,,
H557,Chrysomelidae,ハムシ科,ツヤハムシ亜科,ツヤハムシ亜科,,,,,Oomorphoides,,cupreatus,,,,,ドウガネツヤハムシ,,,,,,,Oomorphoides cupreatus,タラノキ,ハムシハンドブック,,3~10月,ハムシハンドブック,,,,
H558,Chrysomelidae,ハムシ科,ツヤハムシ亜科,ツヤハムシ亜科,,,,,Oomorphoides,,loochooensis,,,,,リュウキュウツヤハムシ,,,,,,,Oomorphoides loochooensis,不明,,,,,,,,
H559,Chrysomelidae,ハムシ科,ツヤハムシ亜科,ツヤハムシ亜科,,,,,Oomorphoides,,nigrocaeruleus,,,,,アオグロツヤハムシ,,,,,,,Oomorphoides nigrocaeruleus,キヅタ、センノキ、タラノキ,ハムシハンドブック,,4~6月,ハムシハンドブック,,,,
H560,Chrysomelidae,ハムシ科,ツヤハムシ亜科,ツヤハムシ亜科,,,,,Oomorphoides,,okinawensis,,,,,オキナワツヤハムシ,,,,,,,Oomorphoides okinawensis,不明,,,,,,,,
H561,Chrysomelidae,ハムシ科,ツヤハムシ亜科,ツヤハムシ亜科,,,,,Oomorphoides,,sakishimanus,,,,,サキシマツヤハムシ,,,,,,,Oomorphoides sakishimanus,不明,,,,,,,,
H562,Chrysomelidae,ハムシ科,ツヤハムシ亜科,ツヤハムシ亜科,,,,,Oomorphus,,(Oomorphus),,,,,ヒメツヤハムシ,,,,,,,Oomorphus (Oomorphus),不明,,,,,,,,
H563,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Clytrini,ナガツツハムシ族,Clytrina,,Aetheomorpha,,taiwana,,,,,タイワンカタハリナガツツハムシ,,,,,,,Aetheomorpha taiwana,不明,,,,,,,,Clytrina
H564,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Clytrini,ナガツツハムシ族,Clytrina,,Clytra,,(Clytra),,,,,ヨツボシナガツツハムシ,,,,,,,Clytra (Clytra),ハギ類、ヤナギ類、カンバ、ブナ（成虫）、ヤマアリ類の巣材の一部（幼虫）,ハムシハンドブック,,6~10月,ハムシハンドブック,,,,Clytrina
H565,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Clytrini,ナガツツハムシ族,Clytrina,,Coptocephala,,orientalis,,,,,ヨツボシアカツツハムシ,,ズグロヨツボシナガツツハムシ; ヨモギナガツツハムシ,,,,,Coptocephala orientalis,不明,,,,,,,,Clytrina
H566,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Clytrini,ナガツツハムシ族,Clytrina,,Physosmaragdina,,nigrifrons,,,,,クロオビツツハムシ,,,,,,,Physosmaragdina nigrifrons,イタドリ、マルバハギ、ナツフジ,ハムシハンドブック,,5~10月,ハムシハンドブック,,,,Clytrina
H567,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Clytrini,ナガツツハムシ族,Clytrina,,Smaragdina,,aurita,,,,,キボシルリハムシ,,キボシナガツツハムシ,,,,,Smaragdina aurita,カンバ、ヤナギ、ハギ,ハムシハンドブック,,4~6月(山地では6~8月),ハムシハンドブック,,,,Clytrina
H568,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Clytrini,ナガツツハムシ族,Clytrina,,Smaragdina,,ihai,,,,,ツルグミナガツツハムシ,,,,,,,Smaragdina ihai,不明,,,,,,,,Clytrina
H569,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Clytrini,ナガツツハムシ族,Clytrina,,Smaragdina,,mandzhura,,,,,ルリナガツツハムシ,,,,,,,Smaragdina mandzhura,不明,,,,,,,,Clytrina
H570,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Clytrini,ナガツツハムシ族,Clytrina,,Smaragdina,,nipponensis,,,,,キイロナガツツハムシ,,ヤナギナガツツハムシ,,,,,Smaragdina nipponensis,エノキ、ミズキ、イヌシデ、クリ、クヌギ、コナラ,ハムシハンドブック,,4~6月,ハムシハンドブック,,,,Clytrina
H571,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Clytrini,ナガツツハムシ族,Clytrina,,Smaragdina,,quadratomaculata,,,,,アザミナガツツハムシ,,,,,,,Smaragdina quadratomaculata,不明,,,,,,,,Clytrina
H572,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Clytrini,ナガツツハムシ族,Clytrina,,Smaragdina,,semiaurantiaca,,,,,ムナキルリハムシ,,キムネナガツツハムシ,,,,,Smaragdina semiaurantiaca,ヤナギ、カンバ類,ハムシハンドブック,,4~6月,ハムシハンドブック,,,,Clytrina
H573,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Cryptocephalini,ツツハムシ族,Cryptocephalina,,Cryptocephalus,,(Asionus),,,,,アイヌツツハムシ,,,,,,,Cryptocephalus (Asionus),不明,,,,,,,,Cryptocephalina
H574,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Cryptocephalini,ツツハムシ族,Cryptocephalina,,Cryptocephalus,,(Asionus),,,,,セメノフツツハムシ,,ミスジツツハムシ,,,,,Cryptocephalus (Asionus),不明,,,,,,,,Cryptocephalina
H575,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Cryptocephalini,ツツハムシ族,Cryptocephalina,,Cryptocephalus,,(Burlinius),,,,,フタスジツツハムシ,,,,,,,Cryptocephalus (Burlinius),不明,,,5~6月(山地では7~8月),ハムシハンドブック,,,,Cryptocephalina
H576,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Cryptocephalini,ツツハムシ族,Cryptocephalina,,Cryptocephalus,,(Burlinius),,,,,チビルリツツハムシ,,,,,,,Cryptocephalus (Burlinius),コナラ,ハムシハンドブック,,5~6月(山地では7~8月),ハムシハンドブック,,,,Cryptocephalina
H577,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Cryptocephalini,ツツハムシ族,Cryptocephalina,,Cryptocephalus,,(Burlinius),,,,,エジマツツハムシ,,,,,,,Cryptocephalus (Burlinius),不明,,,5~6月(山地では7~8月),ハムシハンドブック,,,,Cryptocephalina
H578,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Cryptocephalini,ツツハムシ族,Cryptocephalina,,Cryptocephalus,,(Burlinius),,,,,キアシチビツツハムシ,,モモグロチビツツハムシ,,,,,Cryptocephalus (Burlinius),不明,,,5~6月(山地では7~8月),ハムシハンドブック,,,,Cryptocephalina
H579,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,Cryptocephalini,ツツハムシ族,Cryptocephalina,,Cryptocephalus,,(Burlinius),,,,,ウスグロスジツツハムシ,,ウスグロチビツツハムシ,,,,,Cryptocephalus (Burlinius),不明,,,5~6月(山地では7~8月),ハムシハンドブック,,,,Cryptocephalina
