insect_id,family,family_jp,subfamily,subfamily_jp,tribe,tribe_jp,genus,subgenus,species,subspecies,author,year,japanese_name,old_japanese_name,alternative_name,other_names,scientific_name,synonyms,changes_since_standard,notes
species-2382,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,flavicellula,,Kuznetzov,1971,ニセセキオビヒメハマキ,,,,"Pammene flavicellula Kuznetzov, 1971",,,
species-2383,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,japonica,,Kuznetzov,1968,セキオビヒメハマキ,,,セシロオビシンクイ,"Pammene japonica Kuznetzov, 1968",,,
species-2384,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,fulminea,,Komai,1999,セホソオビヒメハマキ,,,,"Pammene fulminea Komai, 1999",,,
species-2385,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,germmana,,(Hübner),[1796-1799],ホソバヒメシンクイ,,,,"Pammene germmana (Hübner, [1796-1799])",,,
species-2386,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,ochsenheimeriana,,(Lienig & Zeller),1846,トドマツコハマキ,,コトドマツヒメハマキ,,"Pammene ochsenheimeriana (Lienig & Zeller, 1846)",,,
species-2387,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,piceae,,Komai,1999,トウヒコハマキ,,,,"Pammene piceae Komai, 1999",,,
species-2388,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,shicotanica,,Kuznetzov,1968,シコタンコハマキ,,,,"Pammene shicotanica Kuznetzov, 1968",,,
species-2389,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,tsugae,,Issiki,1961,ツガコハマキ,,コツガノヒメハマキ,,"Pammene tsugae Issiki, 1961",,,
species-2390,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,aurana,,(Fabricius),1775,フタキモンヒメハマキ,,,,"Pammene aurana (Fabricius, 1775)",,,
species-2391,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,gallicana,,(Guenée),1845,トウキヒメハマキ,,,,"Pammene gallicana (Guenée, 1845)",,,
species-2392,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,caeruleata,,Kuznetzov,1970,タカダツヤスジクロヒメハマキ,,,,"Pammene caeruleata Kuznetzov, 1970",,,
species-2393,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,"sp. 2 of Oku, 2003",,,,アオグロヒメハマキ,,,,"Pammene sp. 2 of Oku, 2003",,,
species-2394,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,"sp. 3 of Oku, 2003",,,,コホソバヒメシンクイ,,,,"Pammene sp. 3 of Oku, 2003",,,
species-2395,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,"sp. 4 of Oku, 2003",,,,マルバネクロヒメハマキ,,,,"Pammene sp. 4 of Oku, 2003",,,
species-2396,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pseudopammene,,fagivora,,Komai,1980,ブナヒメシンクイ,,,,"Pseudopammene fagivora Komai, 1980",,,
species-2397,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Parapammene,,selectana,,(Christoph),1881,コスジオビキヒメハマキ,,,,"Parapammene selectana (Christoph, 1881)",,,
species-2398,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Parapammene,,dichroramphana,,(Kennel),1900,スジオビクロヒメハマキ,,,,"Parapammene dichroramphana (Kennel, 1900)",,,
species-2399,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Parapammene,,reversa,,Komai,1999,オリーブヒメハマキ,,,,"Parapammene reversa Komai, 1999",,,
species-2400,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Parapammene,,glaucana,,(Kennel),1901,コスジオビクロヒメハマキ,,,,"Parapammene glaucana (Kennel, 1901)",,,
species-2401,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Parapammene,,inobservata,,Kuznetzov,1962,ウススジヒメハマキ,,,,"Parapammene inobservata Kuznetzov, 1962",,,
species-2402,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Parapammene,,imitatrix,,Kuznetzov,1986,コウススジヒメハマキ,,コウスオビヒメハマキ,,"Parapammene imitatrix Kuznetzov, 1986",,,
species-2403,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Parapammene,,aurifascia,,Kuznetzov,1981,フトキオビヒメハマキ,,ヒロキオビヒメハマキ,,"Parapammene aurifascia Kuznetzov, 1981",,,
species-2404,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Parapammene,,petulantana,,(Kennel),1901,カエデミモグリガ,,,,"Parapammene petulantana (Kennel, 1901)",,,
species-2405,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Strophedra,,magna,,Komai,1999,ムジヒメハマキ,,,,"Strophedra magna Komai, 1999",,,
species-2406,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Strophedra,,nitidana,,(Fabricius),1794,カシワギンオビヒメハマキ,,,ウスオビチビハマキ,"Strophedra nitidana (Fabricius, 1794)",,,
species-2407,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Strophedra,,quercivora,,(Meyrick),1920,ギンオビヒメハマキ,,,,"Strophedra quercivora (Meyrick, 1920)",,,
species-2408,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Andrioplecta,,pulverula,,(Meyrick),1912,フシモグリヒメハマキ,,,,"Andrioplecta pulverula (Meyrick, 1912)",,,
species-2409,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Centroxena,,"sp. of Kinjo, Azuma & Katada, 2003",,,,マヤプシキヒメシンクイ,,,,"Centroxena sp. of Kinjo, Azuma & Katada, 2003",,,
species-2410,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Leguminivora,,glycinivorella,,(Matsumura),1898,マメシンクイガ,,マメノヒメシンクイ,マメノシンクイガ,"Leguminivora glycinivorella (Matsumura, 1898)",,,
species-2411,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Fulcrifera,,orientis,,(Kuznetzov),1966,クララシンクイガ,,ニセマメノヒメシンクイ,,"Fulcrifera orientis (Kuznetzov, 1966)",,,
species-2412,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,silvana,,(Kuznetzov),1970,ミヤマクロヒメハマキ,,,,"Cydia silvana (Kuznetzov, 1970)",,,
species-2413,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,acerivora,,(Danilevsky),1968,カエデシンクイガ,,,,"Cydia acerivora (Danilevsky, 1968)",,,
species-2414,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,ermolenkoi,,(Kuznetzov),1968,コヨツメヒメハマキ,,,,"Cydia ermolenkoi (Kuznetzov, 1968)",,,
species-2415,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,nigricana,,(Fabricius),1794,エンドウシンクイ,,,,"Cydia nigricana (Fabricius, 1794)",,,
species-2416,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,kamijoi,,(Oku),1968,トドマツカサガ,,,,"Cydia kamijoi (Oku, 1968)",,,
species-2417,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,strobilella,,(Linnaeus),1758,エゾマツカサガ,,,エゾマツカサヒメハマキ、エゾマツカサハマキ,"Cydia strobilella (Linnaeus, 1758)",,,
species-2418,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,pactolana,,(Zeller),1840,トドマツミキモグリガ,,,,"Cydia pactolana (Zeller, 1840)",,,
species-2419,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,laricicolana,,(Kuznetzov),1960,カラマツミキモグリガ,,,,"Cydia laricicolana (Kuznetzov, 1960)",,,
species-2420,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,zebeana,,(Ratzeburg),1840,クロホシカラマツミキモグリガ,,,,"Cydia zebeana (Ratzeburg, 1840)",,,
species-2421,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,cryptomeriae,,(Issiki),1961,スギカサヒメハマキ,,スギカサガ,,"Cydia cryptomeriae (Issiki, 1961)",,,
species-2422,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,indivisa,,(Danilevsky),1963,シタウスキヒメハマキ,,,,"Cydia indivisa (Danilevsky, 1963)",,,
species-2423,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,illutana,,(Herrich-Schäffer),1851,シロスジカサガ,,,,"Cydia illutana (Herrich-Schäffer, 1851)",,,
species-2424,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,danilevskyi,,(Kuznetzov),1973,ヨツメヒメハマキ,,,スソヨツテンシンクイ,"Cydia danilevskyi (Kuznetzov, 1973)",,,
species-2425,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,japonensis,,Kawabe,1980,シロアシヨツメモンヒメハマキ,,,,"Cydia japonensis Kawabe, 1980",,,
species-2426,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,kurokoi,,(Amsel),1960,クリミガ,,,クリオオシンクイ,"Cydia kurokoi (Amsel, 1960)",,,
species-2427,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,glandicolana,,(Danilevsky),1968,サンカクモンヒメハマキ,,,,"Cydia glandicolana (Danilevsky, 1968)",,,
species-2428,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,amurensis,,(Danilevsky),1968,シロツメモンヒメハマキ,,,,"Cydia amurensis (Danilevsky, 1968)",,,
species-2429,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,secretana,,(Kuznetzov),1973,エンジュヒメハマキ,,ニセエンジュヒメハマキ,,"Cydia secretana (Kuznetzov, 1973)",,,
species-2430,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,leguminana,,(Lienig & Zeller),1864,エダキオビヒメハマキ,,,,"Cydia leguminana (Lienig & Zeller, 1864)",,,
species-2431,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,maackiana,,(Danilevsky),1963,イヌエンジュサヤモグリガ,,[イヌエンジュヒメハマキ],,"Cydia maackiana (Danilevsky, 1963)",,,
species-2432,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,prismatica,,(Meyrick),1911,ツヤツチイロシンクイ,,,,"Cydia prismatica (Meyrick, 1911)",,,
species-2433,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,"sp. of Kinjo, Azuma & Katada, 2002",,,,オヒルギツボミヒメハマキ,,,,"Cydia sp. of Kinjo, Azuma & Katada, 2002",,,
species-2434,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cydia,,leucostoma,,(Meyrick),1912,ミナミツマジロヒメハマキ,,,,"Cydia leucostoma (Meyrick, 1912)",,,
species-2435,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Anthophila,,fabriciana,,(Linnaeus),1767,イラクサハマキモドキ,,,,"Anthophila fabriciana (Linnaeus, 1767)",,,
species-2436,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,pariana,,(Clerck),[1764],ニセリンゴハマキモドキ,,,,"Choreutis pariana (Clerck, [1764])",,,
species-2437,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,vinosa,,(Diakonoff),1978,リンゴハマキモドキ,,,,"Choreutis vinosa (Diakonoff, 1978)",,,
species-2438,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,achyrodes,,(Meyrick),1912,アコウハマキモドキ,,,,"Choreutis achyrodes (Meyrick, 1912)",,,
species-2439,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,atrosignata,,(Christoph),1888,ニレハマキモドキ,,,,"Choreutis atrosignata (Christoph, 1888)",,,
species-2440,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,yakushimensis,,(Marumo),1923,ヤナギイチゴハマキモドキ,,,,"Choreutis yakushimensis (Marumo, 1923)",,,
species-2441,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,hyligenes,,(Butler),1879,コウゾハマキモドキ,,,,"Choreutis hyligenes (Butler, 1879)",,,
species-2442,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,ophiosema,,(Lower),1896,ガジュマルハマキモドキ,,,,"Choreutis ophiosema (Lower, 1896)",,,
species-2443,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,japonica,,(Zeller),1877,イヌビワハマキモドキ,,,,"Choreutis japonica (Zeller, 1877)",,,
species-2444,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,cunuligera,,(Diakonoff),1978,ハスオビハマキモドキ,,,,"Choreutis cunuligera (Diakonoff, 1978)",,,
species-2445,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,minuta,,(Diakonoff & Arita),1979,チビハマキモドキ,,,,"Choreutis minuta (Diakonoff & Arita, 1979)",,,
species-2446,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,xanthogramma,,(Meyrick),1912,キオビハマキモドキ,,,,"Choreutis xanthogramma (Meyrick, 1912)",,,
species-2447,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,basalis,,(Felder & Rogenhofer),1875,オオキオビハマキモドキ,,,,"Choreutis basalis (Felder & Rogenhofer, 1875)",,,
species-2448,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,diana,,(Hübner),[1822],ダイアナハマキモドキ,,,,"Choreutis diana (Hübner, [1822])",,,
species-2449,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,sexfasciella,,(Sauder),1902,ハガタオビハマキモドキ,,ハガタハマキモドキ,,"Choreutis sexfasciella (Sauder, 1902)",,,
species-2450,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,amethystodes,,(Meyrick),1914,キマダラハマキモドキ,,,,"Choreutis amethystodes (Meyrick, 1914)",,,
species-2451,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Choreutis,,cyanogramma,,(Diakonoff & Arita),1979,オキナワハマキモドキ,,,,"Choreutis cyanogramma (Diakonoff & Arita, 1979)",,,
species-2452,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Prochoreutis,,myllerana,,(Fabricius),1794,シロヘリハマキモドキ,,,,"Prochoreutis myllerana (Fabricius, 1794)",,,
species-2453,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Prochoreutis,,ultimana,,(Krulikowsky),1909,ギンスジハマキモドキ,,,,"Prochoreutis ultimana (Krulikowsky, 1909)",,,
species-2454,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Prochoreutis,,alpina,,(Arita),1976,ミヤマハマキモドキ,,,,"Prochoreutis alpina (Arita, 1976)",,,
species-2455,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Prochoreutis,,sehestediana,,(Fabricius),1776,アトシロスジハマキモドキ,,,,"Prochoreutis sehestediana (Fabricius, 1776)",,,
species-2456,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Prochoreutis,,delicata,,(Arita),1976,アトギンボシハマキモドキ,,,,"Prochoreutis delicata (Arita, 1976)",,,
species-2457,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Prochoreutis,,hadrogastra,,(Diakonoff),1978,ニセアトギンボシハマキモドキ,,,,"Prochoreutis hadrogastra (Diakonoff, 1978)",,,
species-2458,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Prochoreutis,,subdelicata,,Arita,1987,イワテギンボシハマキモドキ,,,,"Prochoreutis subdelicata Arita, 1987",,,
species-2459,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Prochoreutis,,diakonoffi,,Arita,1985,コアトギンボシハマキモドキ,,,,"Prochoreutis diakonoffi Arita, 1985",,,
species-2460,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Prochoreutis,,kurokoi,,Arita,1987,クロコギンボシハマキモドキ,,,,"Prochoreutis kurokoi Arita, 1987",,,
species-2461,Choreutidae,ハマキモドキガ科,Choreutinae,ハマキモドキガ亜科,,,Prochoreutis,,solaris,,(Erschoff),1877,シロオビハマキモドキ,,,,"Prochoreutis solaris (Erschoff, 1877)",,,
