大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,出典
2977,Lasiocampidae,カレハガ科,Lasiocampinae,マツカレハ亜科,,,,,Kunugia,,iwasakii,,(Nagano),1917,,イワサキカレハ,,,,,,,"Kunugia iwasakii (Nagano, 1917)",モクタチバナ (サクラソウ科); ホルトノキ (ホルトノキ科); サガリバナ (サガリバナ科); シャリンバイ (バラ科); 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑1
2978,Lasiocampidae,カレハガ科,Lasiocampinae,マツカレハ亜科,,,,,Kunugia,,yamadai,,Nagano,1917,,ヤマダカレハ,,,,,,,,カシ類 (以上ブナ科); クヌギ; コナラ; アベマキ; クリ; クヌギ; コナラ; アベマキ; クリ; クヌギ; コナラ; アベマキ; クリ; クヌギ; コナラ; アベマキ; クリ; クヌギ; コナラ; アベマキ; クリ,日本産蛾類標準図鑑1
,Lasiocampidae,カレハガ科,Lasiocampinae,マツカレハ亜科,,,,,Lebeda,,nobilis,,Walker,1855,,ムラクモカレハ,ムラクモカレハ,オオカレハ,,,,,,アベマキ (以上ブナ科); マツ類 (マツ科); コナラ; アラカシ; コナラ; アラカシ; コナラ; アラカシ; コナラ; アラカシ; コナラ; アラカシ,日本産蛾類標準図鑑1
,Lasiocampidae,カレハガ科,Lasiocampinae,マツカレハ亜科,,,,,Metanastria,,hyrtaca,,(Cramer),1779,,モンクロカレハ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
2979,Lasiocampidae,カレハガ科,Lasiocampinae,マツカレハ亜科,,,,,Takanea, ,miyakei,,Wileman,1915,,ミヤケカレハ,,,,,,,,コメツガ (マツ科),日本産蛾類標準図鑑1
,Lasiocampidae,カレハガ科,Lasiocampinae,マツカレハ亜科,,,,,Takanea,,excisa,,(Wileman),1910,,オオミヤケカレハ,オオミヤケカレハ,,,,,,,不明; 不明; 不明; 不明; 不明,
2980,Lasiocampidae,カレハガ科,Lasiocampinae,マツカレハ亜科,,,,,Poecilocampa,,tamanukii,,Matsumura,1928,,ウスズミカレハ,,,,,,,"Poecilocampa takamukui Matsumura, 1928",クヌギ (ブナ科); ヤマナラシ (ヤナギ科); ヤマハンノキ (カバノキ科); クヌギ (以上ブナ科); ヤマナラシ (ヤナギ科); ヤマハンノキ (カバノキ科); カラマツ (マツ科); カシワ、ミズナラ、、、; カシワ; ミズナラ; カシワ、ミズナラ、、、; カシワ; ミズナラ; カシワ、ミズナラ、、、; カシワ; ミズナラ; カシワ、ミズナラ、、、; カシワ; ミズナラ; カシワ; ミズナラ; カシワ; ミズナラ; ; ; ; ; ; ; ; カシワ; ミズナラ; ; カシワ; ミズナラ; カシワ; ミズナラ; ; カシワ; ミズナラ; ; ; ;; カシワ; ミズナラ; ; カシワ; ミズナラ; ; ; ;; カシワ; ミズナラ; ; カシワ; ミズナラ; ; ; ;; カシワ; ミズナラ; ; カシワ; ミズナラ; ; ; ;,日本産蛾類標準図鑑1
2981,Lasiocampidae,カレハガ科,Lasiocampinae,マツカレハ亜科,,,,,Malacosoma,,neustrium,,(Linnaeus),1758,,オビカレハ,オビカレハ,,,,,,"Malacosoma neustrium (Linnaeus, 1758)",リンゴ (バラ科); セイヨウハコヤナギ (ヤナギ科); クヌギ (ブナ科); ハンノキ (カバノキ科); リンゴ (以上バラ科); セイヨウハコヤナギ (以上ヤナギ科); クヌギ (以上ブナ科); ハンノキ (カバノキ科); サクラ、モモ、ウメ、、コヤナギ、イヌコリヤナギ、、ミズナラ、カシワ、、; サクラ類; モモ; ウメ; ネコヤナギ; イヌコリヤナギ; ミズナラ; カシワ; サクラ; モモ; ウメ; コヤナギ; イヌコリヤナギ; ミズナラ; カシワ; サクラ類; モモ; ウメ; ネコヤナギ; イヌコリヤナギ; ミズナラ; カシワ; ; ; ; ; ; ; ; ; サクラ; モモ; ウメ; コヤナギ; イヌコリヤナギ; ミズナラ; カシワ,日本産蛾類標準図鑑1
,Lasiocampidae,カレハガ科,Lasiocampinae,マツカレハ亜科,,,,,Malacosoma,,dentatum,,Mell,1938,,シカタカレハ,,,,,,,"Malacosoma dentatum Mell, 1938",クヌギ (ブナ科); フウ (マンサク科); シイ類、、; 不明; シイ類、、; 不明; シイ類、、; 不明; シイ類、、; 不明; シイ類; 不明; ; ; シイ類; ; 不明; シイ類; ; 不明; シイ類; ; 不明; シイ類; ; 不明; シイ類; ; 不明,日本産蛾類標準図鑑1
2982,Eupterotidae,オビガ科,,,,,,,Apha,,aequalis,,(Felder),1874,,オビガ,,,,,,,"Apha aequalis (Felder, 1874)",マツムシソウ (スイカズラ科); ワレモコウ (バラ科); タニワタリノキ (アカネ科); ハコネウツギ、ニシキウツギ、スイカズラ、キンギンボク、、、; ハコネウツギ、ニシキウツギ、スイカズラ、キンギンボク、、、; ハコネウツギ、ニシキウツギ、スイカズラ、キンギンボク、、、; ハコネウツギ、ニシキウツギ、スイカズラ、キンギンボク、、、; ハコネウツギ; ニシキウツギ; スイカズラ; キンギンボク; ; ; ; ハコネウツギ; ニシキウツギ; スイカズラ; キンギンボク; ; ハコネウツギ; ニシキウツギ; スイカズラ; キンギンボク; ; ハコネウツギ; ニシキウツギ; スイカズラ; キンギンボク; ; ハコネウツギ; ニシキウツギ; スイカズラ; キンギンボク; ; ハコネウツギ; ニシキウツギ; スイカズラ; キンギンボク,日本産蛾類標準図鑑1
2983,Bombycidae,カイコガ科,,,,,,,Bombyx,,mori,,(Linnaeus),1758,,カイコ,,,,,,,"Bombyx mori (Linnaeus, 1758)",クワ (クワ科),日本産蛾類標準図鑑1
2984,Bombycidae,カイコガ科,,,,,,,Bombyx,,mandarina,,(Moore),1872,,クワコ,クワコ,,,,,,"Bombyx mandarina (Moore, 1872)",クワ (クワ科); クワ (以上クワ科); ヤマグワ、; ヤマグワ; ヤマグワ、; ヤマグワ; ヤマグワ、; ヤマグワ; ヤマグワ、; ヤマグワ; ヤマグワ; ヤマグワ; ; ; ヤマグワ; ; ヤマグワ; ヤマグワ; ; ヤマグワ;; ヤマグワ; ; ヤマグワ;; ヤマグワ; ; ヤマグワ;; ヤマグワ; ; ヤマグワ;,日本産蛾類標準図鑑1
2985,Bombycidae,カイコガ科,,,,,,,Oberthueria,,falcigera,,(Butler),1878,,オオクワゴモドキ,,,,,,,"Oberthueria falcigera (Butler, 1878)",カエデ類 (ムクロジ科); カエデ類 (ムクロジ科); 各種の; 各種の; 各種の; 各種の; 各種の; ; ; 各種の; ; 各種の; ; 各種の; ; 各種の; ; 各種の; ; ; 各種の; ; 各種の; ; 各種の; ; 各種の; ; 各種の; ; ; 各種の; ; 各種の; ; 各種の; ; 各種の; ; 各種の; ; ; 各種の; ; 各種の; ; 各種の; ; 各種の; ; 各種の,日本産蛾類標準図鑑1
,Bombycidae,カイコガ科,,,,,,,Ernolatia,,moorei,,(Hutton),1865,,テンオビシロカサン,,,,,,,"Ernolatia moorei (Hutton, 1865)",ガジュマル (クワ科); クワ科の Ficus 属、; 不明; クワ科の Ficus 属、; 不明; クワ科の Ficus 属、; 不明; クワ科の Ficus 属、; 不明; クワ科の Ficus 属; 不明; ; クワ科の Ficus 属; ; 不明; クワ科の Ficus 属; ; 不明; クワ科の Ficus 属; ; 不明; クワ科の Ficus 属; ; 不明; クワ科の Ficus 属; ; 不明,日本産蛾類標準図鑑1
,Bombycidae,カイコガ科,,,,,,,Trilocha,,varians,,(Walker),1855,,イチジクカサン,イチジクカサン,,,,,,"Trilocha varians (Walker, 1855)",ガジュマル (クワ科); イチジク、; 不明; イチジク、; 不明; イチジク、; 不明; イチジク、; 不明; イチジク; 不明; ; イチジク; ; 不明; イチジク; ; 不明; イチジク; ; 不明; イチジク; ; 不明; イチジク; ; 不明,日本産蛾類標準図鑑1
2986,Bombycidae,カイコガ科,,,,,,,Pseudandraca,,gracilis,,(Butler),1885,,カギバモドキ,,,,,,,"Pseudandraca gracilis (Butler, 1885)",ヒメシャラ (ツバキ科); ヒメシャラ (以上ツバキ科); ナツツバキ、; ナツツバキ; ナツツバキ、; ナツツバキ; ナツツバキ、; ナツツバキ; ナツツバキ、; ナツツバキ; ナツツバキ; ナツツバキ; ; ; ナツツバキ; ; ナツツバキ; ナツツバキ; ; ナツツバキ;; ナツツバキ; ; ナツツバキ;; ナツツバキ; ; ナツツバキ;; ナツツバキ; ; ナツツバキ;,日本産蛾類標準図鑑1
2987,Bombycidae,カイコガ科,,,,,,,Prismosticta,,hyalinata,,Butler,1885,,スカシサン,,,,,,,"Prismosticta hyalinata (Butler, 1885)",タンナサワフタギ (ハイノキ科); タンナサワフタギ (以上ハイノキ科); サワフタギ、; サワフタギ; サワフタギ、; サワフタギ; サワフタギ、; サワフタギ; サワフタギ、; サワフタギ; サワフタギ; サワフタギ; ; ; サワフタギ; ; サワフタギ; サワフタギ; ; サワフタギ;; サワフタギ; ; サワフタギ;; サワフタギ; ; サワフタギ;; サワフタギ; ; サワフタギ;,日本産蛾類標準図鑑1
2989,Saturniidae,ヤママユガ科,Saturniinae,ヤママユガ亜科,,,,,Attacus,,atlas,,(Linnaeus),1758,,ヨナグニサン,,,,,,,"Attacus atlas (Linnaeus, 1758)",アカギ (コミカンソウ科); モクタチバナ (サクラソウ科); アカギ (コミカンソウ科); モクタチバナ (サクラソウ科); コミカンソウ科のキールンカンコノキが主要という; ; ; ; ; コミカンソウ科のキールンカンコノキが主要という; ; ; ; ; コミカンソウ科のキールンカンコノキが主要という; ; ; ; ; コミカンソウ科のキールンカンコノキが主要という; ; ; ; ; コミカンソウ科のキールンカンコノキが主要という,日本産蛾類標準図鑑1
2990,Saturniidae,ヤママユガ科,Saturniinae,ヤママユガ亜科,,,,,Samia,,cynthia,,(Drury),[1773],,シンジュサン,シンジュサン,,,,,,"Samia cynthia (Felder & Felder, 1773)",ニガキ (ニガキ科); ハマセンダン (ミカン科); クスノキ (クスノキ科); リンゴ (バラ科); ヤマナラシ (ヤナギ科); ヤエヤマネコノチチ (クロウメモドキ科); ゴンズイ (ミツバウツギ科); ネズミモチ (モクセイ科); クロガネモチ (モチノキ科); ヌルデ (ウルシ科); ナンキンハゼ (トウダイグサ科); シュロ (ヤシ科); クスギ (ブナ科); ニガキ (以上ニガキ科); ハマセンダン (以上ミカン科); クスノキ (クスノキ科); リンゴ (以上バラ科); ヤマナラシ (ヤナギ科); ヤエヤマネコノチチ (クロウメモドキ科); ゴンズイ (ミツバウツギ科); ネズミモチ (以上モクセイ科); クロガネモチ (モチノキ科); ヌルデ (ウルシ科); ナンキンハゼ (トウダイグサ科); オニグルミ (クルミ科); クサギ (シソ科); シュロ (ヤシ科); クヌギ (ブナ科); ニワウルシ、、キハダ、カラスザンショウ、、、ナシ、、、、、、、、、、; ニワウルシ; キハダ; カラスザンショウ; ナシ; ニワウルシ; キハダ; カラスザンショウ; ナシ; キハダ; カラスザンショウ; ナシ,日本産蛾類標準図鑑1
,Saturniidae,ヤママユガ科,Saturniinae,ヤママユガ亜科,,,,,Samia,,ricini,,(Jones),1791,,ヒマサン,ヒマサン (エリサン),,,,出版後の追加,名前変更,Samia ricini (名記載年不明),トウゴマ (トウダイグサ科); トウゴマ (トウダイグサ科); 、キッシル、ガスリ、ポグリ; の他; キッシル; ガスリ; ポグリ; 、キッシル、ガスリ、ポグリ; の他; キッシル; ガスリ; ポグリ; 、キッシル、ガスリ、ポグリ; の他; キッシル; ガスリ; ポグリ; 、キッシル、ガスリ、ポグリ; の他; キッシル; ガスリ; ポグリ; キッシル; ガスリ; ポグリ; の他; キッシル; ガスリ; ポグリ; キッシル; ガスリ; ポグリ; の他; キッシル; ガスリ; ポグリ;; キッシル; ガスリ; ポグリ;  の他; キッシル; ガスリ; ポグリ;; キッシル; ガスリ; ポグリ;  の他; キッシル; ガスリ; ポグリ;; キッシル; ガスリ,日本産蛾類標準図鑑1
2991,Saturniidae,ヤママユガ科,Saturniinae,ヤママユガ亜科,,,,,Antheraea,,yamamai,,(Guérin-Méneville),1861,,ヤママユ,ヤママユ,,,,,,"Antheraea yamamai (Guérin-Méneville, 1861)",カシ類 (ブナ科); サクラ類 (バラ科); カシ類 (以上ブナ科); サクラ類 (以上バラ科); クヌギ、コナラ、クリ、カシワ、、リンゴ、; クヌギ; コナラ; クリ; カシワ; リンゴ; クヌギ、コナラ、クリ、カシワ、、リンゴ、; クヌギ; コナラ; クリ; カシワ; リンゴ; クヌギ、コナラ、クリ、カシワ、、リンゴ、; クヌギ; コナラ; クリ; カシワ; リンゴ; クヌギ、コナラ、クリ、カシワ、、リンゴ、; クヌギ; コナラ; クリ; カシワ; リンゴ; クヌギ; コナラ; クリ; カシワ; リンゴ; クヌギ; コナラ; クリ; カシワ; リンゴ; ; ; ; ; クヌギ; コナラ; クリ; カシワ; リンゴ; ; クヌギ; コナラ; クリ; カシワ; リンゴ; クヌギ; コナラ; クリ; カシワ; リンゴ; ; クヌギ; コナラ; クリ; カシワ; ; リンゴ;  ; クヌギ; コナラ; クリ; カシワ; リンゴ; ; クヌギ; コナラ; クリ; カシワ; ; リンゴ;  ; クヌギ; コナラ; クリ; カシワ; リンゴ,日本産蛾類標準図鑑1
2992,Saturniidae,ヤママユガ科,Saturniinae,ヤママユガ亜科,,,,,Antheraea,,pernyi,,(Guérin-Méneville),1855,,サクサン,,,,,,,"Antheraea pernyi (Guérin-Méneville, 1855)",クリ (ブナ科); キヌヤナギ (ヤナギ科); クリ (以上ブナ科); キヌヤナギ (ヤナギ科); クヌギ、コナラ、カシワ、、; クヌギ; コナラ; カシワ; クヌギ、コナラ、カシワ、、; クヌギ; コナラ; カシワ; クヌギ、コナラ、カシワ、、; クヌギ; コナラ; カシワ; クヌギ、コナラ、カシワ、、; クヌギ; コナラ; カシワ; クヌギ; コナラ; カシワ; クヌギ; コナラ; カシワ; ; ; ; ; クヌギ; コナラ; カシワ; ; クヌギ; コナラ; カシワ; クヌギ; コナラ; カシワ; ; クヌギ; コナラ; カシワ; ;  ; クヌギ; コナラ; カシワ; ; クヌギ; コナラ; カシワ; ;  ; クヌギ; コナラ; カシワ,日本産蛾類標準図鑑1
2996,Saturniidae,ヤママユガ科,Saturniinae,ヤママユガ亜科,,,,,Rinaca,,jonasii,,(Butler),1877,,ヒメヤママユ,,,,,出版後の追加,名前変更,"Saturnia jonasii (Butler, 1877)",バラ科、スイカズラ科、ブナ科、ミズキ科、ムクロジ科; バラ科; スイカズラ科; ブナ科; ミズキ科; ムクロジ科のほか; バラ科; スイカズラ科; ブナ科; ミズキ科; バラ科; スイカズラ科; ブナ科; ミズキ科,日本産蛾類標準図鑑1
2993,Saturniidae,ヤママユガ科,Saturniinae,ヤママユガ亜科,,,,,Rinaca,,japonica,,(Moore),1872,,クスサン,クスサン,,,,出版後の追加,名前変更,"Saturnia japonica (Moore, 1872)",カシワ (ブナ科); ケヤキ (ニレ科); エノキ (アサ科); ドロヤナギ (ヤナギ科); ヌルデ (ウルシ科); クルミ類 (クルミ科); カキノキ (カキノキ科); トウカエデ (ムクロジ科); アカメガシワ (トウダイグサ科); ウメ (バラ科); クスノキ (クスノキ科); イチョウ (イチョウ科); カシワ (以上ブナ科); ケヤキ (ニレ科); エノキ (アサ科); ドロヤナギ (ヤナギ科); ヌルデ (ウルシ科); クルミ類 (クルミ科); カキノキ (カキノキ科); トウカエデ (ムクロジ科); アカメガシワ (トウダイグサ科); ウメ (以上バラ科); クスノキ (クスノキ科); イチョウ (イチョウ科); クリ、コナラ、、、、、ウルシ、、、、、、リンゴ、ナシ、サクラ、、、; きわめて多食性で; クリ; コナラ; ウルシ; リンゴ; ナシ; サクラ; クリ; コナラ; ウルシ; リンゴ; ナシ; サクラ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; クリ; コナラ; ウルシ; リンゴ; ナシ; サクラ,日本産蛾類標準図鑑1
2995,Saturniidae,ヤママユガ科,Saturniinae,ヤママユガ亜科,,,,,Rhodinia,,jankowskii,,(Oberthür),1880,,クロウスタビガ,,,,,,,"Rhodinia jankowskii (Oberthür, 1880)",キハダ (ミカン科),日本産蛾類標準図鑑1
2994,Saturniidae,ヤママユガ科,Saturniinae,ヤママユガ亜科,,,,,Rhodinia,,fugax,,(Butler),1877,,ウスタビガ,ウスタビガ,,,,,,"Rhodinia fugax (Butler, 1877)",カシワ (ブナ科); サクラ (バラ科); ケヤキ (ニレ科); カエデ (ムクロジ科); カシワ (以上ブナ科); サクラ類 (バラ科); ケヤキ (ニレ科); カエデ類 (ムクロジ科); クスギ、コナラ、、、、; クヌギ; コナラ; クスギ、コナラ、、、、; クヌギ; コナラ; クスギ、コナラ、、、、; クヌギ; コナラ; クスギ、コナラ、、、、; クヌギ; コナラ; クスギ; コナラ; クヌギ; コナラ; ; ; ; ; ; ; ; ; クスギ; コナラ; ; クヌギ; コナラ; クスギ; コナラ; ; クヌギ; コナラ; ; ; ;  ; クスギ; コナラ; ; クヌギ; コナラ; ; ; ;  ; クスギ; コナラ; ; クヌギ; コナラ; ; ; ;  ; クスギ; コナラ; ; クヌギ; コナラ; ; ; ;,日本産蛾類標準図鑑1
2997,Saturniidae,ヤママユガ科,Saturniinae,ヤママユガ亜科,,,,,Loepa,,sakaei,,Inoue,1965,,ハグルマヤママユ,,,,,,,"Loepa sakaei Inoue, 1965",シマサルナシ (マタタビ科),日本産蛾類標準図鑑1
2998,Saturniidae,ヤママユガ科,Saturniinae,ヤママユガ亜科,,,,,Actias,,aliena,,(Butler),1879,,オオミズアオ,オオミズアオ,,,,,,"Actias aliena (Butler, 1879)",バラ科、ブナ科、カバノキ科、ムクロジ科、ミソハギ科、ツツジ科; バラ科; ブナ科; カバノキ科; ムクロジ科; ミソハギ科; ツツジ科; バラ科; ブナ科; カバノキ科; ムクロジ科; ミソハギ科; ツツジ科; バラ科; ブナ科; カバノキ科; ムクロジ科; ミソハギ科; ツツジ科; バラ科; ブナ科; カバノキ科; ムクロジ科; ミソハギ科,日本産蛾類標準図鑑1
2999,Saturniidae,ヤママユガ科,Saturniinae,ヤママユガ亜科,,,,,Actias,,gnoma,,(Butler),1877,,オナガミズアオ,オナガミズアオ,,,,,,"Actias gnoma (Butler, 1877)",ヤシャブシ (カバノキ科); ヤシャブシ (以上カバノキ科); ハンノキ、カワラハンノキ、; ハンノキ; カワラハンノキ; ハンノキ、カワラハンノキ、; ハンノキ; カワラハンノキ; ハンノキ、カワラハンノキ、; ハンノキ; カワラハンノキ; ハンノキ、カワラハンノキ、; ハンノキ; カワラハンノキ; ハンノキ; カワラハンノキ; ハンノキ; カワラハンノキ; ; ; ハンノキ; カワラハンノキ; ; ハンノキ; カワラハンノキ; ハンノキ; カワラハンノキ; ; ハンノキ; カワラハンノキ;; ハンノキ; カワラハンノキ; ; ハンノキ; カワラハンノキ;; ハンノキ; カワラハンノキ; ; ハンノキ; カワラハンノキ;; ハンノキ; カワラハンノキ; ; ハンノキ; カワラハンノキ;,日本産蛾類標準図鑑1
3000,Saturniidae,ヤママユガ科,Agliinae,エゾヨツメ亜科,,,,,Aglia,,japonica,,Leech,[1889],,エゾヨツメ,,,,,,,"Aglia japonica Leech, 1889",ハンノキ (カバノキ科); カシワ (ブナ科); ハンノキ (カバノキ科); カシワ (以上ブナ科); 、ブナ、クリ、コナラ、; ブナ; クリ; コナラ; 、ブナ、クリ、コナラ、; ブナ; クリ; コナラ; 、ブナ、クリ、コナラ、; ブナ; クリ; コナラ; 、ブナ、クリ、コナラ、; ブナ; クリ; コナラ; ブナ; クリ; コナラ; ブナ; クリ; コナラ; ブナ; クリ; コナラ; ; ブナ; クリ; コナラ;; ブナ; クリ; コナラ; ; ; ブナ; クリ; コナラ;  ;; ブナ; クリ; コナラ; ; ; ブナ; クリ; コナラ;  ;; ブナ; クリ; コナラ; ; ; ブナ; クリ; コナラ;  ; ブナ; クリ; コナラ; ; ; ブナ; クリ; コナラ;,日本産蛾類標準図鑑1
2988,Brahmaeidae,イボタガ科,,,,,,,Brahmaea,,japonica,,Butler,1873,,イボタガ,,,,,,,"Brahmaea japonica Butler, 1873",ヒイラギ (モクセイ科); ヤナギ類 (ヤナギ科); ヒイラギ (以上モクセイ科); ヤナギ類 (ヤナギ科); イボタノキ、キンモクセイ、トネリコ、ネズミモチ、、; イボタノキ; キンモクセイ; トネリコ; ネズミモチ; の記録もある; イボタノキ; キンモクセイ; トネリコ; ネズミモチ; イボタノキ; キンモクセイ; トネリコ; ネズミモチ; ; ; ; ; イボタノキ; キンモクセイ; トネリコ; ネズミモチ,日本産蛾類標準図鑑1
3001,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Agrius,,convolvuli,,(Linnaeus),1758,,エビガラスズメ,,,,,,,"Agrius convolvuli (Linnaeus, 1758)",ヒルガオ (ヒルガオ科); ゴマ (ゴマ科); アズキ (マメ科); タバコ (ナス科); メボウキ (シソ科); ヒルガオ (以上ヒルガオ科); ゴマ (ゴマ科); アズキ (以上マメ科); タバコ (ナス科); メボウキ (シソ科); サツマイモ、、、フジマメ、、、; サツマイモ; フジマメ; サツマイモ、、、フジマメ、、、; サツマイモ; フジマメ; サツマイモ、、、フジマメ、、、; サツマイモ; フジマメ; サツマイモ、、、フジマメ、、、; サツマイモ; フジマメ; サツマイモ; フジマメ; サツマイモ; フジマメ; ; ; ; ; ; ; ; ; ; ; サツマイモ; フジマメ; ; サツマイモ; フジマメ; サツマイモ; フジマメ; ; サツマイモ; ; ; フジマメ; ; ;; サツマイモ; フジマメ; ; サツマイモ; ; ; フジマメ; ; ;; サツマイモ; フジマメ,日本産蛾類標準図鑑1
3002,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Acherontia,,lachesis,,(Fabricius),1798,,クロメンガタスズメ,,,,,,,"Acherontia lachesis (Fabricius, 1798)",クコ (ゴマ科); タバコ (ナス科); キリ (キリ科); キササゲ (ノウゼンカズラ科); クワ (クワ科); ソケイ (モクセイ科); クコ (以上ゴマ科); タバコ (以上ナス科); キリ (キリ科); キササゲ (ノウゼンカズラ科); クワ (クワ科); ソケイ (モクセイ科); ゴマ、、ナス、トマト、チョウセンアサガオ、、、ノウゼンカズラ、、、; ゴマ; ナス; トマト; チョウセンアサガオ; ノウゼンカズラ; ゴマ; ナス; トマト; チョウセンアサガオ; ノウゼンカズラ; ゴマ; ナス; トマト; チョウセンアサガオ; ノウゼンカズラ; ; ; ; ; ; ; ; ; ; ; ; ; ゴマ; ナス; トマト; チョウセンアサガオ; ノウゼンカズラ,日本産蛾類標準図鑑1
3003,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Acherontia,,styx,,(Westwood),1847,,メンガタスズメ,メンガタスズメ,,,,,,"Acherontia styx (Westwood, 1847)",ゴマ (ゴマ科); ジャガイモ (ナス科); ゴマ (ゴマ科); ジャガイモ (以上ナス科); 、ナス、チョウセンアサガオ、タバコ、; ナス; チョウセンアサガオ; タバコ; 、ナス、チョウセンアサガオ、タバコ、; ナス; チョウセンアサガオ; タバコ; 、ナス、チョウセンアサガオ、タバコ、; ナス; チョウセンアサガオ; タバコ; 、ナス、チョウセンアサガオ、タバコ、; ナス; チョウセンアサガオ; タバコ; ナス; チョウセンアサガオ; タバコ; ナス; チョウセンアサガオ; タバコ; ナス; チョウセンアサガオ; タバコ; ; ナス; チョウセンアサガオ; タバコ;; ナス; チョウセンアサガオ; タバコ; ; ; ナス; チョウセンアサガオ; タバコ;;; ナス; チョウセンアサガオ; タバコ; ; ; ナス; チョウセンアサガオ; タバコ;;; ナス; チョウセンアサガオ; タバコ,日本産蛾類標準図鑑1
3004,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Meganoton,,analis,,(Felder),1874,,エゾシモフリスズメ,エゾシモフリスズメ,,,,,,"Meganoton analis (Felder, 1874)",コブシ (モクレン科); コブシ (以上モクレン科); ホオノキ、オオヤマレンゲ、; ホオノキ; オオヤマレンゲ; ホオノキ、オオヤマレンゲ、; ホオノキ; オオヤマレンゲ; ホオノキ、オオヤマレンゲ、; ホオノキ; オオヤマレンゲ; ホオノキ、オオヤマレンゲ、; ホオノキ; オオヤマレンゲ; ホオノキ; オオヤマレンゲ; ホオノキ; オオヤマレンゲ; ; ; ホオノキ; オオヤマレンゲ; ; ホオノキ; オオヤマレンゲ; ホオノキ; オオヤマレンゲ; ; ホオノキ; オオヤマレンゲ;; ホオノキ; オオヤマレンゲ; ; ホオノキ; オオヤマレンゲ;; ホオノキ; オオヤマレンゲ; ; ホオノキ; オオヤマレンゲ;; ホオノキ; オオヤマレンゲ; ; ホオノキ; オオヤマレンゲ;,日本産蛾類標準図鑑1
3005,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Psilogramma,,increta,,(Walker),1865,,シモフリスズメ,,,,,,,"Psilogramma increta (Walker, 1865)",ゴマ、モクセイ科、シソ科、クマツヅラ科、ゴマノハグサ科、ノウゼンカズラ科、スイカズラ科; ゴマ科; モクセイ科; シソ科; クマツヅラ科; ゴマノハグサ科; ノウゼンカズラ科; スイカズラ科; ゴマ; モクセイ科; シソ科; クマツヅラ科; ゴマノハグサ科; ノウゼンカズラ科; ゴマ; モクセイ科; シソ科; クマツヅラ科; ゴマノハグサ科; ノウゼンカズラ科,日本産蛾類標準図鑑1
3006,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Sphinx,,ligustri,,Linnaeus,1758,,エゾコエビガラスズメ,エゾコエビガラスズメ,,,,,,"Sphinx ligustri Linnaeus, 1758",ホザキシモツケ (バラ科); ホザキシモツケ (バラ科); が知られている; が知られている; が知られている; が知られている; が知られている,日本産蛾類標準図鑑1
,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Sphinx,,constricta,,Butler,1885,,コエビガラスズメ,,,,,,,"Sphinx constricta Butler, 1885",イヌツゲ (モチノキ科); シジミハナ (バラ科); ツクバネウツギ (スイカズラ科); ツツジ (ツツジ科); イヌツゲ (モチノキ科); シジミバナ (以上バラ科); ツクバネウツギ (以上スイカズラ科); ツツジ類 (ツツジ科); 、ユキヤナギ、、タニウツギ、、; ユキヤナギ; タニウツギ; 、ユキヤナギ、、タニウツギ、、; ユキヤナギ; タニウツギ; 、ユキヤナギ、、タニウツギ、、; ユキヤナギ; タニウツギ; 、ユキヤナギ、、タニウツギ、、; ユキヤナギ; タニウツギ; ユキヤナギ; タニウツギ; ユキヤナギ; タニウツギ; ユキヤナギ; タニウツギ; ; ユキヤナギ; タニウツギ;; ユキヤナギ; タニウツギ; ; ; ユキヤナギ; ; タニウツギ; ;;; ユキヤナギ; タニウツギ; ; ; ユキヤナギ; ; タニウツギ; ;;; ユキヤナギ; タニウツギ,日本産蛾類標準図鑑1
3007,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Sphinx,,morio,,(Rothschild & Jordan),1903,,マツクロスズメ,マツクロスズメ,,,,,,"Sphinx morio (Rothschild & Jordan, 1903)",カラマツ (マツ科); アカマツ (マツ科); カラマツ (マツ科); アカマツ (マツ科),日本産蛾類標準図鑑1
