大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,食草に関する備考,出典
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,scoblei,,Puplesis,1984,,クルミモグリチビガ,クルミモグリチビガ（和名新称）,,,,出版後の追加,名前変更,"Ectoedemia scoblei Puplesis, 1984",オニグルミ（クルミ科）,,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,philipi,,Puplesis,1984,,クルミミツモンモグリチビガ,クルミミツモンモグリチビガ（和名改称）,ミツモンモグリチビガ,,,出版後の追加,名前変更,"Ectoedemia philipi Puplesis, 1984",オニグルミ（クルミ科）,,日本産蛾類標準図鑑3
,不明,,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,olivina,,Puplesis,1984,,イタヤカエデモグリチビガ,,,,,出版後の追加,名前変更,"Ectoedemia olvina Puplesis, 1984",イタヤカエデ; イロハモミジ（以上ムクロジ科）,,日本産蛾類標準図鑑3
,不明,,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,pilosae,,Puplesis,1984,,キンミズヒキモグリチビガ,キンミズヒキモグリチビガ（和名新称）,,,,出版後の追加,名前変更,"Ectoedemia pilosae Puplesis, 1984",キンミズヒキ（バラ科）,,日本産蛾類標準図鑑3
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,occultella,,(Linnaeus),1767,,ナナカマドモグリチビガ,ナナカマドモグリチビガ（和名新称）,,,,出版後の追加,名前変更,"Ectoedemia occultella (Linnaeus, 1767)",シラカンパ（カバノキ科）; ナンキンナナカマド（バラ科）,,日本産蛾類標準図鑑3
,不明,,
,不明,,,
,不明,,,
,不明,,,
,Opostegidae,ヒラタモグリガ科,,,,,,,Eosopostega,,issikii,,Davis,1989,,イッシキヒラタモグリガ,イッシキヒラタモグリガ（和名新称）,,,,,,"Eosopostega issikii Davis, 1989",,,日本産蛾類標準図鑑3
,Opostegidae,ヒラタモグリガ科,,,,,,,Opostegoides,,albella,,Sinev,1990,,シロヒラタモグリガ,,,,,,,"Opostegoides albellus Sinev, 1990",不明,,日本産蛾類標準図鑑3
27,Opostegidae,ヒラタモグリガ科,,,,,,,Opostegoides,,minodensis,,(Kuroko),1982,,ミノドヒラタモグリガ,,,,,,,"Opostegoides minodensis (Kuroko, 1982)",シラカンバ（カバノキ科）,,日本産蛾類標準図鑑3
,Opostegidae,ヒラタモグリガ科,,,,,,,Opostegoides,,omelkoi,,Kozlov,1985,,ツマキヒラタモグリガ,,,,,,,"Opostegoides omelkoi Kozlov, 1985",不明,,日本産蛾類標準図鑑3
,不明,,,
,Opostegidae,ヒラタモグリガ科,,,,,,,Pseudopostega,,auritella,,(Hübner),[1813],,ヒメヒラタモグリガ,,,,,,,"Pseudopostega auritella (Hübner, 1813)",不明,,日本産蛾類標準図鑑3
,Opostegidae,ヒラタモグリガ科,,,,,,,Pseudopostega,,crepusculella,,(Zeller),1839,,ツマスジヒラタモグリガ,,,,,,,"Pseudopostega crepusculella (Zeller, 1839)",不明,,日本産蛾類標準図鑑3
,不明,,,
58,Heliozelidae,ツヤコガ科,,,,,,,Tyriozela,,porphyrogona,,Meyrick,1931,,ムラサキツヤコガ,,,,,,,"Tyriozela porphyrogona Meyrick, 1931",不明,,日本産蛾類標準図鑑3
60,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,castaneella,,Kuroko,1982,,クリチビツヤコガ,,,,,,,"Heliozela castaneella Kuroko, 1982",クリ（ブナ科）,,日本産蛾類標準図鑑3
59,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,subpurpurea,,Meyrick,1934,,ツヤコガ,,,,,,,"Heliozela subpurpurea Meyrick, 1934",不明,,日本産蛾類標準図鑑3
59,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,"sp. of Lee & Hirowatari, 2013",,,,,ヤマモモツヤコガ,,,,,,,Heliozela sp.,ヤマモモ（ヤマモモ科）,,日本産蛾類標準図鑑3
,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,limbata,,"Lee, Hirowatari & Kuroko",2006,,アシオビツヤコガ,,,,,,,"Heliozela limbata Lee, Hirowatari & Kuroko, 2006",不明,,日本産蛾類標準図鑑3
,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,biprominens,,"Lee, Hirowatari & Kuroko",2006,,ウストビツヤコガ,,,,,,,"Heliozela biprominens Lee, Hirowatari & Kuroko, 2006",不明,,日本産蛾類標準図鑑3
,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,angulata,,"Lee, Hirowatari & Kuroko",2006,,ミヤマツヤコガ,,,,,,,"Heliozela angulata Lee, Hirowatari & Kuroko, 2006",不明,,日本産蛾類標準図鑑3
,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,brevitalea,,"Lee, Hirowatari & Kuroko",2006,,トビイロツヤコガ,,,,,,,"Heliozela brevitalea Lee, Hirowatari & Kuroko, 2006",不明,,日本産蛾類標準図鑑3
,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,glabrata,,"Lee, Hirowatari & Kuroko",2006,,カツラギツヤコガ,,,,,,,"Heliozela glabrata Lee, Hirowatari & Kuroko, 2006",不明,,日本産蛾類標準図鑑3
62,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,ampelopsia,,Kuroko,1961,,ブドウツヤコガ,,,,,,,"Antispila ampelopsia Kuroko, 1961",ノブドウ; サンカクヅル（以上ブドウ科）,,日本産蛾類標準図鑑3
61,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,orbiculella,,Kuroko,1961,,チビブドウツヤコガ,,,,,,,"Antispila orbiculella Kuroko, 1961",ノブドウ（ブドウ科）,,日本産蛾類標準図鑑3
,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,uenoi,,Kuroko,1987,,ブドウキンモンツヤコガ,,,,,,,"Antispila uenoi Kuroko, 1987",ヤマブドウ; 栽培ブドウ（デラウエア）（ブドウ科）,,日本産蛾類標準図鑑3
63,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,corniella,,Kuroko,1961,,ミズキツヤコガ,,,,,,,"Antispila corniella Kuroko, 1961",ミズキ; クマノミズキ（以上ミズキ科）,,日本産蛾類標準図鑑3
65,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,hikosana,,Kuroko,1961,,キンモンツヤコガ,,,,,,,"Antispila hikosana Kuroko, 1961",ミズキ; クマノミズキ（以上ミズキ科）,,日本産蛾類標準図鑑3
67,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,purplella,,Kuroko,1961,,ムラサキミズキツヤコガ,,,,,,,"Antispila purplella Kuroko, 1961",ミズキ; クマノミズキ（以上ミズキ科）,,日本産蛾類標準図鑑3
,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,inouei,,Kuroko,1987,,オオブドウキンモンツヤコガ,,,,,,,"Antispila inouei Kuroko, 1987",ヤマブドウ; 栽培ブドウ（デラウエア）（以上ブドウ科）,,日本産蛾類標準図鑑3
64,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,iviella,,Kuroko,1961,,ツタツヤコガ,ツタツヤコガ（和名新称）,,,,,,"Antispila iviella Kuroko, 1961",ツタ（ブドウ科）,,日本産蛾類標準図鑑3
,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,tateshinensis,,Kuroko,1987,,タテシナツヤコガ,タテシナツヤコガ（和名新称）,,,,,,"Antispila tateshinensis Kuroko, 1987",ヤマブドウ（ブドウ科）,,日本産蛾類標準図鑑3
66,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,"sp. of Lee & Hirowatari, 2013",,,,,タマアジサイツヤコガ,タマアジサイツヤコガ（和名新称）,,,,,,Antispila sp.,タマアジサイ（アジサイ科）,,日本産蛾類標準図鑑3
66,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,hydrangifoliella,,Kuroko,1961,,アジサイツヤコガ,,,,,,,"Antispila hydrangifoliella Kuroko, 1961",ヤマアジサイ; ツルアジサイ（ゴトウヅル）（以上アジサイ科）,,日本産蛾類標準図鑑3
,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,distyliella,,"Lee, Hirowatari & Kuroko",2006,,イスノキツヤコガ,,,,,,,"Antispila distyliella Lee, Hirowatari & Kuroko, 2006",イスノキ（マンサク科）,,日本産蛾類標準図鑑3
,不明,,,
,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,cleyerella,,Lee,2006,,サカキツヤコガ,,,,,,,"Antispila cleyerella Lee, 2006",サカキ（サカキ科）,,日本産蛾類標準図鑑3
,Heliozelidae,ツヤコガ科,,,,,,,Antispilina,,"sp. of Lee & Hirowatari, 2013",,,,,ムカゴトラノオツヤコガ,ムカゴトラノオツヤコガ（和名新称）,,,,,,Antispilina sp.,ムカゴトラノオ（タデ科）,,日本産蛾類標準図鑑3
,Adelidae,ヒゲナガガ科,Nematopogoninae,ウスキヒゲナガガ亜科,,,,,Nematopogon,,robertellus,,(Clerck),1759,,ゴマフヒメウスキヒゲナガ,,,,,,,"Nematopogon robertellus (Clerck, 1759)",不明,,日本産蛾類標準図鑑3
33,Adelidae,ヒゲナガガ科,Nematopogoninae,ウスキヒゲナガガ亜科,,,,,Nematopogon,,dorsiguttellus,,(Erschoff),1877,,アトボシウスキヒゲナガ,,,,,,,"Nematopogon dorsigutellus (Erschoff, 1877)",不明,,日本産蛾類標準図鑑3
34,Adelidae,ヒゲナガガ科,Nematopogoninae,ウスキヒゲナガガ亜科,,,,,Nematopogon,,distinctus,,Yasuda,1957,,ウスキヒゲナガ,,,,,,,"Nematopogon distinctus Yasuda, 1957",不明,,日本産蛾類標準図鑑3
35,Adelidae,ヒゲナガガ科,Nematopogoninae,ウスキヒゲナガガ亜科,,,,,Adela,,reaumurella,,(Linnaeus),1758,,ミドリヒゲナガ,,,,,,,"Adela reaumurella (Linnaeus, 1758)",不明,,日本産蛾類標準図鑑3
36,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Adela,,praepilosa,,Hirowatari,1997,,ケブカヒゲナガ,,,,,,,"Adela praepilosa Hirowatari, 1997",不明,,日本産蛾類標準図鑑3
,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Adela,,luteocilis,,Hirowatari,1997,,アトキケブカヒゲナガ,,,,,,,"Adela luteocilis Hirowatari, 1997",不明,,日本産蛾類標準図鑑3
,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Adela,,luminaris,,Hirowatari,1997,,ムモンケブカヒゲナガ,,,,,,,"Adela luminaris Hirowatari, 1997",不明,,日本産蛾類標準図鑑3
44,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,albiantennella,,Issiki,1930,,クロハネシロヒゲナガ,,,,,,,"Nemophora albiantennella Issiki, 1930",ネズミムギ; オオスズメノカタピラ（以上イネ科）,,日本産蛾類標準図鑑3
43,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,ahenea,,Stringer,1930,,コンオビヒゲナガ,,,,,,,"Nemophora ahenea Stringer, 1930",不明,,日本産蛾類標準図鑑3
38,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,raddei,,(Rebel),1901,,ゴマフヒゲナガ,,,,,,,"Nemophora raddei (Rebel, 1901)",ヤマヤナギ; マルバヤナギ; ネコヤナギ; オオタチヤナギ（以上ヤナギ科）,,日本産蛾類標準図鑑3
37,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,umbripennis,,Stringer,1930,,キオビクロヒゲナガ,,,,,,,"Nemophora umbripennis Stringer, 1930",不明,,日本産蛾類標準図鑑3
,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,pruinosa,,Hirowatari,2005,,リュウキュウクロヒゲナガ,,,,,,,"Nemophora pruinosa Hirowatari, 2005",不明,,日本産蛾類標準図鑑3
,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,marisella,,Kozlov & Hirowatari,1997,,アマミヒゲナガ,,,,,,,"Nemophora marisella Kozlov & Hirowatari, 1997",不明,,日本産蛾類標準図鑑3
39,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,askoldella,,(Millière),1879,,ギンヒゲナガ,,,,,,,"Nemophora askoldella (Milliere, 1879)",不明,,日本産蛾類標準図鑑3
,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,tenuifasciata,,Hirowatari,2005,,ウスオビコヒゲナガ,,,,,,,"Nemophora tenuifasciata Hirowatari, 2005",不明,,日本産蛾類標準図鑑3
42,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,aurifera,,(Butler),1881,,ホソオビヒゲナガ,,,,,,,"Nemophora aurifera (Butler, 1881)",不明,,日本産蛾類標準図鑑3
41,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,paradisea,,(Butler),1881,,ヒロオビヒゲナガ,,,,,,,"Nemophora paradisea (Butler, 1881)",オトコエシ（オミナエシ科）,,日本産蛾類標準図鑑3
,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,smaragdaspis,,(Meyrick),1924,,アキヨシヒゲナガ,,,,,,,"Nemophora smaragdaspis (Meyrick, 1924)",不明,,日本産蛾類標準図鑑3
40,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,rubrofascia,,(Christoph),1882,,ベニオビヒゲナガ,,,,,,,"Nemophora rubrofascia (Christoph, 1882)",不明,,日本産蛾類標準図鑑3
46,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,optima,,(Butler),1878,,ギンスジヒゲナガ,,,,,,,"Nemophora optima (Butler, 1878)",不明,,日本産蛾類標準図鑑3
45,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,trimetrella,,Stringer,1930,,ホソフタオビヒゲナガ,,,,,,,"Nemophora trimetrella Stringer, 1930",不明,,日本産蛾類標準図鑑3
,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,magnifica,,Kozlov,1997,,イナズマヒゲナガ,,,,,,,"Nemophora magnifica Kozlov, 1997",不明,,日本産蛾類標準図鑑3
47,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,bifasciatella,,Issiki,1930,,キオビコヒゲナガ,,,,,,,"Nemophora bifasciatella Issiki, 1930",不明,,日本産蛾類標準図鑑3
,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,sylvatica,,Hirowatari,1995,,ミヤマコヒゲナガ,,,,,,,"Nemophora sylvatica Hirowatari, 1995",オトコエシ（オミナエシ科）,,日本産蛾類標準図鑑3
,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,stellata,,Hirowatari,1995,,ギンスジコヒゲナガ,,,,,,,"Nemophora stellata Hirowatari, 1995",不明,,日本産蛾類標準図鑑3
52+53,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,karafutonis,,(Matsumura),1932,,カラフトヒゲナガ,カラフトヒゲナガ,,,,,,"Nemophora karafutonis (Matsumura, 1932)",不明,,日本産蛾類標準図鑑3
57,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,bellela,,(Walker),1863,,アラスカヒゲナガ,,,,,,,"Nemophora belella (Walker, 1863)",不明,,日本産蛾類標準図鑑3
57,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,amatella,,(Staudinger),1892,,オオヒゲナガ,,,,,,,"Nemophora amatella (Staudinger, 1892)",不明,,日本産蛾類標準図鑑3
48+49+50,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,ochsenheimerella,,(Hübner),[1813],,ツマモンヒゲナガ,,チビヒゲナガ，タカネコヒゲナガ,,,,,"Nemophora ochsenheimerella (Hübner, 1813)",不明,,日本産蛾類標準図鑑3
51,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,wakayamensis,,(Matsumura),1931,,ワカヤマヒゲナガ,,,,,,,"Nemophora wakayamensis (Matsumura, 1931)",不明,,日本産蛾類標準図鑑3
54,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,sapporensis,,(Matsumura),1931,,サッポロヒゲナガ,,ヤマキヒゲナガ，ハチマンタイヒゲナガ,,,,,"Nemophora sapporensis (Mastumura, 1931)",不明,,日本産蛾類標準図鑑3
56,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,staudingerella,,(Christoph),1881,,ウスベニヒゲナガ,,,,,,,"Nemophora staudingerella (Christoph, 1881)",不明,,日本産蛾類標準図鑑3
,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,polychorda,,(Meyrick),1914,,タイワンオオヒゲナガ,,,,,,,"Nemophora polychorda (Meyrick, 1914)",不明,,日本産蛾類標準図鑑3
,Adelidae,ヒゲナガガ科,Adelinae,ヒゲナガガ亜科,,,,,Nemophora,,lapikella,,Kozlov,1997,,クロダケウスベニヒゲナガ,クロダケウスベニヒゲナガ（和名新称）,,,,,,"Nemophora lapikella Kozlov, 1997",,,日本産蛾類標準図鑑3
,不明,,
,Prodoxidae,ホソヒゲマガリガ科,Lamproniinae,マダラマガリガ亜科,,,,,Lampronia,,altaica,,Zagulajev,1992,,アルタイマガリガ,,,,,,,"Lampronia altaica Zagulajev, 1992",不明,,日本産蛾類標準図鑑3
,Prodoxidae,ホソヒゲマガリガ科,Lamproniinae,マダラマガリガ亜科,,,,,Lampronia,,corticella,,(Linnaeus),1758,,キマダラマガリガ,,,,,,,"Lampronia corticella (Linnaeus, 1758)",不明,,日本産蛾類標準図鑑3
,Prodoxidae,ホソヒゲマガリガ科,Lamproniinae,マダラマガリガ亜科,,,,,Lampronia,,flavimitrella,,(Hübner),[1817],,フタオビマガリガ,,,,,,,"Lampronia flavimitrella (Hübner, 1817)",不明,,日本産蛾類標準図鑑3
,不明,,,
,不明,,,
30,Prodoxidae,ホソヒゲマガリガ科,Prodoxinae,ホソヒゲマガリガ亜科,,,,,Greya,,marginimaculata,,(Issiki),1957,,ヘリモンマガリガ,,,,,,,"Greya marginimaculata (Issiki, 1957)",不明,,日本産蛾類標準図鑑3
,Prodoxidae,ホソヒゲマガリガ科,Prodoxinae,ホソヒゲマガリガ亜科,,,,,Greya,,variabilis,,Davis & Pellmyr,1992,,アラスカマガリガ,,,,,,,"Greya variabilis Davis & Pellmyr, 1992",不明,,日本産蛾類標準図鑑3
,Incurvariidae,マガリガ科,,,,,,,Phylloporia,,bistrigella,,(Haworth),1828,,ヒメフタオビマガリガ,,,,,,,"Phylloporia bistrigella (Haworth, 1828)",不明,,日本産蛾類標準図鑑3
,Incurvariidae,マガリガ科,,,,,,,Vespina,,nielseni,,Kozlov,1987,,ホソバネマガリガ,,ヒメホソバネマガリガ,,,,,"Vespina nielseni Kozlov, 1987",ナラガシワ; クヌギ; コナラ（以上ブナ科）,,日本産蛾類標準図鑑3
,Incurvariidae,マガリガ科,,,,,,,Procacitas,,orientella,,(Kozlov),1987,,ウスキンモンマガリガ,,,,,,,"Procacitas orientella (Kozlov, 1987)",ベニバナイチャクソウ（イチャクソウ科）,,日本産蛾類標準図鑑3
4579,Incurvariidae,マガリガ科,,,,,,,Alloclemensia,,unifasciata,,Nielsen,1981,,ヒトスジマガリガ,,,,,,,"Alloclemensia unifasciata Nielsen, 1981",ガマズミ; オオカメノキ（以上スイカズラ科）,,日本産蛾類標準図鑑3
4580,Incurvariidae,マガリガ科,,,,,,,Alloclemensia,,maculata,,Nielsen,1981,,フタモンマガリガ,,マエモンマガリガ,,,,,"Alloclemensia maculata Nielsen, 1981",オオカメノキ（スイカズラ科）,,日本産蛾類標準図鑑3
